"Year","Album","Plays"
"2022","Nat King Cole ~ L-O-V-E",2
"2022","Yvng Jin ~ LOVESICK",2
"2022","Thundercat ~ Late Night Tales: Badbadnotgood",2
"2022","Flipp Dinero ~ Leave Me Alone",2
"2022","Meek Mill ~ Legends of the Summer",2
"2022","Internet Money ~ Lemonade (feat. Gunna, Don Toliver & NAV)",2
"2022","Hailee Steinfeld ~ Let Me Go (with Alesso, Florida Georgia Line & watt)",2
"2022","Marvin Gaye ~ Let's Get It On",2
"2022","Dua Lipa ~ Levitating (feat. DaBaby)",2
"2022","Lil Skies ~ Life of a Dark Rose",2
"2022","<U+5434><U+4EA6><U+51E1> ~ Like That",2
"2022","Satyr ~ Lilutu",2
"2022","Jimi Hendrix ~ Live at Woodstock",2
"2022","Hoffy Beats ~ Long Way Home",2
"2022","BlocBoy JB ~ Look Alive (feat. Drake)",2
"2022","Joey Bada$$ ~ Love Is Only a Feeling",2
"2022","A.CHAL ~ Love N Hennessy REMIX (feat. 2 Chainz & Nicky Jam)",2
"2022","Theophilus London ~ Lovers Holiday",2
"2022","Still Woozy ~ Lucy",2
"2022","Lil Uzi Vert ~ Luv Is Rage",2
"2022","Lil Nas X ~ MONTERO",2
"2022","Olympic Ayres ~ Magic",2
"2022","Pop Smoke ~ Meet The Woo 2",2
"2022","Alfie Templeman ~ Mellow Moon",2
"2022","The Chainsmokers ~ Memories...Do Not Open",2
"2022","Steve Lacy ~ Mercury",2
"2022","Kanye West ~ Mercy",2
"2022","ICYTWAT ~ Milk",2
"2022","Don Fizzy ~ Mississippi",2
"2022","SP-Mato ~ Mojito",2
"2022","Swedish House Mafia ~ Moth To A Flame",2
"2022","Led Zeppelin ~ Mothership",2
"2022","The All-American Rejects ~ Move Along",2
"2022","E-40 ~ My Ghetto Report Card",2
"2022","Verzache ~ My Head is a Moshpit",2
"2022","Coldplay ~ Mylo Xyloto",2
"2022","Smino ~ NOIR",2
"2022","Oatmello ~ NYC Stories",2
"2022","Steve Aoki ~ Neon Future I",2
"2022","Diddy ~ No Way Out",2
"2022","Robinson ~ Nothing to Regret",2
"2022","J.O.B ~ November 29th",2
"2022","RJMrLA ~ O.M.M.I.O 2",2
"2022","Amine ~ ONEPOINTFIVE",2
"2022","T-Pain ~ Oblivion",2
"2022","Satyr ~ Orion",2
"2022","PARTYNEXTDOOR ~ PARTYMOBILE",2
"2022","DJ Khaled ~ POPSTAR (feat. Drake)",2
"2022","Elujay ~ Pandemia",2
"2022","T.I. ~ Paper Trail",2
"2022","Major Lazer ~ Peace Is The Mission",2
"2022","Creedence Clearwater Revival ~ Pendulum",2
"2022","PRETTYMUCH ~ Phases",2
"2022","Led Zeppelin ~ Physical Graffiti",2
"2022","Styx ~ Pieces Of Eight",2
"2022","Phigross ~ Pissy Pamper",2
"2022","Funtahen ~ Play",2
"2022","Future ~ Pluto x Baby Pluto",2
"2022","Aitch ~ Polaris",2
"2022","Neon Trees ~ Pop Psychology",2
"2022","Lil Dicky ~ Professional Rapper",2
"2022","Riovaz ~ Prom Night",2
"2022","A$AP Mob ~ RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",2
"2022","Beyonce ~ RENAISSANCE",2
"2022","A.R. Rahman ~ Rang De Basanti (Original Motion Picture Soundtrack)",2
"2022","Mike WiLL Made-It ~ Ransom 2",2
"2022","Eminem ~ Recovery",2
"2022","Taylor Swift ~ Red (Taylor's Version)",2
"2022","Maroon 5 ~ Red Pill Blues",2
"2022","Sage The Gemini ~ Remember Me",2
"2022","Juice WRLD ~ Rich And Blind",2
"2022","Ricky Martin ~ Ricky Martin",2
"2022","Olly Murs ~ Right Place Right Time",2
"2022","DUSTY LOCANE ~ Rolando (Caught In The Rain)",2
"2022","The Strokes ~ Room On Fire",2
"2022","BROCKHAMPTON ~ SATURATION",2
"2022","Eminem ~ SHADYXV",2
"2022","P-Lo ~ SHINE",2
"2022","Olivia Rodrigo ~ SOUR",2
"2022","BIGBABYGUCCI ~ Seeing Ghosts",2
"2022","Hippo Campus ~ Sex Tape",2
"2022","Becky G ~ Shower",2
"2022","The Beach Boys ~ Shut Down, Vol. 2",2
"2022","The Chainsmokers ~ Sick Boy",2
"2022","Stevie Wonder ~ Signed, Sealed And Delivered",2
"2022","Seb Zillner ~ Silk",2
"2022","The Ronettes ~ Sleigh Ride",2
"2022","KLIM ~ Slow Jazz",2
"2022","Soul Legend ~ Smooth",2
"2022","Key Glock ~ Son Of A Gun",2
"2022","Her's ~ Songs of Her's",2
"2022","Hippo Campus ~ South - Single",2
"2022","Outkast ~ Speakerboxxx/The Love Below",2
"2022","Hast ~ Spruce",2
"2022","Blaccmass ~ Starseed",2
"2022","Zedd ~ Stay",2
"2022","SamuW ~ Stellar",2
"2022","Roddy Ricch ~ Stop Breathing",2
"2022","Drake ~ StreetDance 2",2
"2022","Joey Bada$$ ~ Summer Knights",2
"2022","BIGBABYGUCCI ~ Summer in 06",2
"2022","Lana Del Rey ~ Summertime Sadness [Lana Del Rey vs. Cedric Gervais]",2
"2022","Alina Baraz ~ Sunbeam",2
"2022","Bryce Vine ~ Sunflower Seeds",2
"2022","Dizaro ~ Sunny Day",2
"2022","Bleachers ~ Take the Sadness Out of Saturday Night",2
"2022","Tyga ~ Taste (feat. Offset)",2
"2022","Taylor Swift ~ Taylor Swift",2
"2022","Katy Perry ~ Teenage Dream",2
"2022","Rick Ross ~ Teflon Don",2
"2022","lorleaf ~ Tessin",2
"2022","2Pac ~ The Best of 2Pac",2
"2022","DJ Rell ~ The Black Tape",2
"2022","Foo Fighters ~ The Colour And The Shape",2
"2022","DMX ~ The Definition Of X: Pick Of The Litter",2
"2022","Mick Jenkins ~ The Healing Component",2
"2022","The Weeknd ~ The Hills",2
"2022","Backstreet Boys ~ The Hits--Chapter One",2
"2022","YoungBoy Never Broke Again ~ The Last Slimeto",2
"2022","Zedd ~ The Middle",2
"2022","The Strokes ~ The New Abnormal",2
"2022","Nicki Minaj ~ The Pinkprint",2
"2022","Benny The Butcher ~ The Plugs I Met",2
"2022","Taio Cruz ~ The Rokstarr Hits Collection",2
"2022","Quinn XCII ~ The Story of Us",2
"2022","Gwen Stefani ~ The Sweet Escape",2
"2022","Sean Paul ~ The Trinity",2
"2022","Cage The Elephant ~ The Unforgiven",2
"2022","Wheels on the Bus ~ The Wheels on the Bus",2
"2022","Grady ~ The in Between",2
"2022","GRANDVIEW ~ These Days",2
"2022","Alec Benjamin ~ These Two Windows",2
"2022","Blac Youngsta ~ Threat (feat. 42 Dugg)",2
"2022","Rugby Wild ~ Thumbs Up",2
"2022","Machine Gun Kelly ~ Tickets To My Downfall",2
"2022","Tabi ~ Too Soul",2
"2022","mike. ~ Uhyuready?",2
"2022","Flying Lotus ~ Until The Quiet Comes",2
"2022","RTB MB ~ Up the Score",2
"2022","Strehlow ~ Vacation Days",2
"2022","DJ Khaled ~ Victory",2
"2022","Nipsey Hussle ~ Victory Lap",2
"2022","EVAN GIIA ~ WESTWORLD",2
"2022","Shakira ~ Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",2
"2022","Mac Miller ~ Watching Movies with the Sound Off",2
"2022","DJ Khaled ~ We The Best Forever",2
"2022","Pop Smoke ~ Welcome To The Party",2
"2022","Busta Rhymes ~ When Disaster Strikes...",2
"2022","SleazyWorld Go ~ Where The Shooters Be",2
"2022","The Vines ~ Wicked Nature",2
"2022","The Beatles ~ With The Beatles",2
"2022","White Town ~ Women In Technology",2
"2022","Redbone ~ Wovoka",2
"2022","Key Glock ~ Yellow Tape",2
"2022","whiterosemoxie ~ grae ceilings",2
"2022","bill clesen ~ monclizzy",2
"2022","bell.avi ~ rooftop",2
"2016","Sia ~ 1000 Forms Of Fear",1
"2016","Calvin Harris ~ 18 Months",1
"2016","Fetty Wap ~ 679 (feat. Remy Boyz)",1
"2016","Miley Cyrus ~ Adore You",1
"2016","Pierce Fulton ~ As You Were (Original Mix)",1
"2016","Antonio Giacca ~ Back Home",1
"2016","Don Diablo ~ Back In Time",1
"2016","Chris Brown ~ Back To Sleep REMIX (feat. Usher & ZAYN)",1
"2016","Benny Benassi ~ Back to the Pump",1
"2016","Skrillex ~ Bangarang EP",1
"2016","MORTEN ~ Beautiful Heartbeat",1
"2016","Childish Gambino ~ Because The Internet",1
"2016","Krewella ~ Beggars",1
"2016","The Rolling Stones ~ Beggars Banquet",1
"2016","RY X ~ Berlin EP",1
"2016","Outasight ~ Big Trouble",1
"2016","Jordy Dazz ~ Bitsize",1
"2016","Nico & Vinz ~ Black Star Elephant",1
"2016","Franky Rizardo ~ Blackout",1
"2016","Rain Man ~ Bring Back the Summer (feat. OLY)",1
"2016","Hardwell ~ Calavera",1
"2016","Matt Simons ~ Catch & Release",1
"2016","Pusher ~ Clear (feat. Mothica)",1
"2016","Elephante ~ Closer (feat. Bishop)",1
"2016","Seven Lions ~ Creation",1
"2016","Melanie Martinez ~ Cry Baby",1
"2016","Ariana Grande ~ Dangerous Woman",1
"2016","David Guetta ~ Delirious",1
"2016","M-Cubed ~ Delusion",1
"2016","J Alvarez ~ Desde Puerto Rico Live",1
"2016","Bryson Tiller ~ Don't",1
"2016","Hardwell ~ EDM Experience 001",1
"2016","Future ~ EVOL",1
"2016","CAZZETTE ~ Eject",1
"2016","Zion & Lennox ~ Embriagame",1
"2016","Alan Walker ~ Fade",1
"2016","Kiiara ~ Feels",1
"2016","Going Deeper ~ Festival Favorites 2016 - Armada Music",1
"2016","Fetty Wap ~ Fetty Wap",1
"2016","Deorro ~ Five Hours",1
"2016","John Legend ~ Get Lifted",1
"2016","Daft Punk ~ Get Lucky (Daft Punk Remix) (feat. Pharrell Williams & Nile Rodgers)",1
"2016","Pitbull ~ Globalization",1
"2016","Korn ~ Greatest Hits, Vol. 1",1
"2016","Gregor Salto ~ Gregor Salto Ultimate Miami 2",1
"2016","Hailee Steinfeld ~ HAIZ",1
"2016","Dannic ~ Hardwell On Air - Best Of March 2015",1
"2016","Marnik ~ Hardwell On Air - Best Of September 2014",1
"2016","Dustin Lenji ~ Hardwell On Air February 2016",1
"2016","Peking Duk ~ High (The Remix EP) (feat. Nicole Millar)",1
"2016","Jamie Foxx ~ Hollywood: A Story of a Dozen Roses",1
"2016","Cash Cash ~ How to Love (feat. Sofia Reyes)",1
"2016","Hardwell ~ I Am Hardwell",1
"2016","Trevor Jackson ~ In My Feelings",1
"2016","Calvin Harris ~ Just Dance 2",1
"2016","M.I.A. ~ Kala",1
"2016","The Rolling Stones ~ Let It Bleed",1
"2016","Steve Angello ~ Lights",1
"2016","David Guetta ~ Little Bad Girl (feat. Taio Cruz & Ludacris)",1
"2016","Flume ~ Lockjaw",1
"2016","Tom Odell ~ Long Way Down",1
"2016","Fedde Le Grand ~ Long Way From Home",1
"2016","David Guetta ~ Love Is Gone",1
"2016","Luny Tunes ~ Mayor Que Yo 3",1
"2016","David Guetta ~ Memories",1
"2016","DJ Snake ~ Middle",1
"2016","Helios ~ Moiety",1
"2016","Calvin Harris ~ Motion",1
"2016","Pusha T ~ My Name Is My Name",1
"2016","Duke Dumont ~ Need U (100%) [feat. A*M*E]",1
"2016","Laidback Luke ~ Night Like This (The Remixes)",1
"2016","Timeflies ~ Once In a While",1
"2016","SLUMBERJACK ~ Open Fire (feat. Daniel Johns)",1
"2016","Cash Cash ~ Overtime EP",1
"2016","Desiigner ~ Panda",1
"2016","Gorillaz ~ Plastic Beach",1
"2016","Tinashe ~ Ride Of Your Life",1
"2016","Wiz Khalifa ~ Rolling Papers",1
"2016","Timbaland ~ Shock Value",1
"2016","Filter ~ Short Bus",1
"2016","Patrick O'Hearn ~ So Flows The Current",1
"2016","Maceo Plex ~ Solar Sampler",1
"2016","Natalie La Rose ~ Somebody",1
"2016","Axwell /\ Ingrosso ~ Sun Is Shining",1
"2016","Hippie Sabotage ~ Sunny",1
"2016","Drake ~ Thank Me Later",1
"2016","Salt-N-Pepa ~ The Best Of Salt-N-Pepa 20th Century Masters The Millennium Collection",1
"2016","Lady Gaga ~ The Fame Monster",1
"2016","David Guetta ~ The World Is Mine",1
"2016","Borgeous ~ This Could Be Love feat. Delaney Jane",1
"2016","Pierce Fulton ~ This Is Progressive House",1
"2016","Calvin Harris ~ This Is What You Came For",1
"2016","Macklemore & Ryan Lewis ~ This Unruly Mess I've Made",1
"2016","Sean Paul ~ Tomahawk Technique",1
"2016","Zedd ~ True Colors",1
"2016","Flosstradamus ~ Ultra Trap",1
"2016","DJ Khaled ~ Victory",1
"2016","Dannic ~ Viper",1
"2016","Shakira ~ Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",1
"2016","JAY-Z ~ Watch The Throne",1
"2016","David Guetta ~ Where Them Girls At (feat. Nicki Minaj & Flo Rida)",1
"2016","Fifth Harmony ~ Work from Home",1
"2016","Lost Kings ~ You",1
"2016","Kehlani ~ You Should Be Here",1
"2016","gnash ~ us",1
"2017","Tay-K ~ #SantanaWorld",1
"2017","Taylor Swift ~ ...Ready For It?",1
"2017","Moe Vision ~ 2020",1
"2017","Bruno Mars ~ 24K Magic",1
"2017","Adele ~ 25",1
"2017","Aad ~ 3005 (Beach Picnic - A$Ad Remix)",1
"2017","Bebe Rexha ~ All Your Fault: Pt. 1",1
"2017","Fifth Harmony ~ Angel",1
"2017","Travis Scott ~ Antidote",1
"2017","Florida Georgia Line ~ Anything Goes",1
"2017","Rita Ora ~ Anywhere",1
"2017","Fetty Wap ~ Aye",1
"2017","Mad Squablz ~ Be Humble",1
"2017","2 Chainz ~ Big Amount",1
"2017","Tom Walker ~ Blessings",1
"2017","Lady Gaga ~ Born This Way",1
"2017","Jeremy Zucker ~ Breathe",1
"2017","The Chainsmokers ~ Closer",1
"2017","NGO ~ Cold Heart (feat. Aviella)",1
"2017","GoldLink ~ Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)",1
"2017","PNL ~ Dans la legende",1
"2017","Daft Punk ~ Discovery",1
"2017","Susan Egan ~ Disney's Greatest Volume 1",1
"2017","Ella Eyre ~ Ella Eyre",1
"2017","Eric Paslay ~ Eric Paslay",1
"2017","Chris Brown ~ Fan of A Fan The Album",1
"2017","Fifth Harmony ~ Fifth Harmony",1
"2017","Chief Keef ~ Finally Rich",1
"2017","J. Cole ~ Forest Hills Drive: Live from Fayetteville, NC",1
"2017","Manic Street Preachers ~ Forever Delayed",1
"2017","Ty Dolla $ign ~ Free TC",1
"2017","Ricegum ~ God Church",1
"2017","Camila Cabello ~ Havana",1
"2017","Drake ~ Headlines",1
"2017","Bhad Bhabie ~ Hi Bich",1
"2017","Blue Swede ~ Hooked On A Feeling",1
"2017","Lil Wayne ~ I Am Not A Human Being",1
"2017","Gucci Mane ~ I Get The Bag (feat. Migos)",1
"2017","John Lennon ~ Imagine",1
"2017","Kevin Gates ~ Islah",1
"2017","Jake Paul ~ It's Everyday Bro",1
"2017","Ricegum ~ Its Every Night Sis",1
"2017","Sammy Adams ~ L.A. Story (feat. Mike Posner)",1
"2017","Madison Hughes ~ LeBron",1
"2017","Wynn ~ Legend (Remix)",1
"2017","Lil Uzi Vert ~ Lil Uzi Vert vs. The World",1
"2017","The Beatles ~ Live At The Hollywood Bowl",1
"2017","YFN Lucci ~ Long Live Nut",1
"2017","BTS ~ Love Yourself <U+627F> 'Her'",1
"2017","The Beatles ~ Magical Mystery Tour",1
"2017","DJ Khaled ~ Major Key",1
"2017","Imagine Dragons ~ Man Crush Monday",1
"2017","One Direction ~ Midnight Memories",1
"2017","Lil Pump ~ Molly",1
"2017","Dido ~ No Angel",1
"2017","Nicki Minaj ~ No Frauds",1
"2017","G-Eazy ~ No Limit (feat. A$AP Rocky & Cardi B)",1
"2017","G-Eazy ~ No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)",1
"2017","2015 Dynamo Hitz ~ No Role Modelz",1
"2017","Chanel West Coast ~ Now You Know",1
"2017","WINNER ~ OUR TWENTY FOR",1
"2017","Kaaris ~ Okou Gnakouri",1
"2017","Nicki Minaj ~ Pink Friday ... Roman Reloaded",1
"2017","A$AP Ferg ~ Plain Jane REMIX (feat. Nicki Minaj)",1
"2017","Death Cab for Cutie ~ Plans",1
"2017","The Beatles ~ Please Please Me",1
"2017","Kodak Black ~ Project Baby 2: All Grown Up",1
"2017","Big Sean ~ Pull Up N Wreck (With Metro Boomin)",1
"2017","Flo Rida ~ R.O.O.T.S. (Route of Overcoming the Struggle)",1
"2017","Run-D.M.C. ~ Raising Hell",1
"2017","Rick Ross ~ Rather You Than Me",1
"2017","CNCO ~ Reggaeton Lento (Remix)",1
"2017","Pep & Rash ~ Rumors",1
"2017","Future ~ SUPER SLIMEY",1
"2017","Khalid ~ Saved",1
"2017","Roy Woods ~ Say Less",1
"2017","The Beatles ~ Sgt. Pepper's Lonely Hearts Club Band",1
"2017","Sha Mula ~ Sha MuLa X Chase BenJi X Giz da Cheifa",1
"2017","Ed Sheeran ~ Shape of You (feat. Nyla & Kranium)",1
"2017","Elton John ~ Songs From The West Coast",1
"2017","Chief Keef ~ Sorry 4 The Weight",1
"2017","Taylor Swift ~ Speak Now",1
"2017","Leona Lewis ~ Spirit",1
"2017","Ty Dolla $ign ~ Spotify Session",1
"2017","Kygo ~ Stargazing",1
"2017","Neil Diamond ~ Sweet Caroline",1
"2017","Migos ~ T-Shirt",1
"2017","Lil Wayne ~ Tha Carter III",1
"2017","Drake ~ Thank Me Later",1
"2017","A Boogie Wit da Hoodie ~ The Bigger Artist",1
"2017","Elton John ~ The Captain and The Kid",1
"2017","Alicia Keys ~ The Element Of Freedom",1
"2017","Post Malone ~ The Fate of the Furious: The Album",1
"2017","Phantom Planet ~ The Guest",1
"2017","The Weeknd ~ The Hills",1
"2017","The Weeknd ~ The Hills Remixes",1
"2017","Drake ~ The Motto",1
"2017","Iggy Azalea ~ The New Classic",1
"2017","Julie Andrews ~ The Sound of Music (50th Anniversary Edition)",1
"2017","Sam Smith ~ The Thrill Of It All",1
"2017","P!nk ~ The Truth About Love",1
"2017","The Very Nice Interesting Singer Man ~ These Songs Are About Transportation. Enjoy!",1
"2017","The Very Nice Interesting Singer Man ~ This Is the Body Parts Album",1
"2017","DJ Khaled ~ To the Max",1
"2017","Leezy ~ Tony Montana (feat. Stunna June & Rexx Life Raj)",1
"2017","DJ Boss Man ~ Trap King (Vol.1)",1
"2017","Waka Flocka Flame ~ Trap My Ass Off",1
"2017","The Weeknd ~ Trilogy",1
"2017","Avicii ~ True",1
"2017","Diggy ~ Unexpected Arrival",1
"2017","Vitamin String Quartet ~ VSQ Performs the Hits of 2017",1
"2017","Vitamin String Quartet ~ VSQ Performs the Weeknd",1
"2017","Vitamin String Quartet ~ Vitamin String Quartet Performs Kanye West",1
"2017","P!nk ~ What About Us",1
"2017","Lil Xan ~ Who Are You?",1
"2017","DJ Khaled ~ Wild Thoughts",1
"2017","Selena Gomez ~ Wolves",1
"2017","Soulja Boy ~ iSouljaBoyTellem",1
"2018","Kaskade ~ 4 AM",1
"2018","Baka Not Nice ~ 4Milli",1
"2018","HYTYD ~ 7 Years (Remix)",1
"2018","Ludwig van Beethoven ~ <U+30D9><U+30FC><U+30C8><U+30FC><U+30F4><U+30A7><U+30F3>:<<U+60B2><U+6134>><<U+6708><U+5149>><<U+71B1><U+60C5>>",1
"2018","Arctic Monkeys ~ AM",1
"2018","ShiShi ~ Aarti",1
"2018","G Perico ~ All Blue",1
"2018","Lecrae ~ All Things Work Together",1
"2018","Rich Brian ~ Amen",1
"2018","Tyga ~ B*tch I'm the Sh*t 2",1
"2018","Yung Gravy ~ Baby Gravy EP",1
"2018","Daniel Barenboim ~ Bach, JS : Well-Tempered Clavier Books 1 & 2",1
"2018","Johann Sebastian Bach ~ Bach: Contemplation",1
"2018","Johann Sebastian Bach ~ Bach: The Well-Tempered Piano I",1
"2018","Rascal Flatts ~ Back To Us",1
"2018","A$AP Rocky ~ Bad Company (feat. BlocBoy JB)",1
"2018","Migos ~ Bad and Boujee (feat. Lil Uzi Vert)",1
"2018","Nicki Minaj ~ Bed (feat. Ariana Grande)",1
"2018","Ludwig van Beethoven ~ Beethoven Greatest Hits",1
"2018","Lil Xan ~ Betrayed",1
"2018","Higher Brothers ~ Black Cab",1
"2018","Ludwig Goransson ~ Black Panther",1
"2018","Lana Del Rey ~ Born To Die - The Paradise Edition",1
"2018","Yung Gravy ~ Bought the Plug a Present (feat. Jay Storm)",1
"2018","Brett Eldredge ~ Brett Eldredge",1
"2018","Ellie Goulding ~ Bright Lights",1
"2018","Tyga ~ Bugatti Raww",1
"2018","Green Day ~ Bullet in a Bible",1
"2018","Dame D.O.L.L.A ~ CONFIRMED",1
"2018","Jaden ~ CTV2",1
"2018","Hailee Steinfeld ~ Capital Letters",1
"2018","Bruce Springsteen ~ Chapter and Verse",1
"2018","Rob $tone ~ Chill Bill (feat. J. Davi$ & Spooks)",1
"2018","Frederic Chopin ~ Chopin: Late Works, Opp. 59-64",1
"2018","Frederic Chopin ~ Chopin: Preludes",1
"2018","Frederic Chopin ~ Chopin: The Essentials",1
"2018","Claude Debussy ~ Classical Chillout",1
"2018","Kristal Gandhi ~ Colors",1
"2018","E-40 ~ Connected And Respected",1
"2018","Creedence Clearwater Revival ~ Cosmo's Factory",1
"2018","Bon Jovi ~ Crush",1
"2018","Lupe Fiasco ~ DROGAS Light",1
"2018","Trippie Redd ~ Dark Knight Dummo (Feat. Travis Scott)",1
"2018","Randy Newman ~ Dark Matter",1
"2018","Claude Debussy ~ Debussy: Sonatas and Piano Trio",1
"2018","Famous Dex ~ Dex Meets Dexter",1
"2018","Florida Georgia Line ~ Dig Your Roots",1
"2018","Glades ~ Do Right",1
"2018","Meek Mill ~ Dreams Worth More Than Money",1
"2018","The Carters ~ EVERYTHING IS LOVE",1
"2018","Eagles ~ Eagles",1
"2018","Lil Pump ~ Esskeetit",1
"2018","Sea in the Sky ~ Everything All at Once",1
"2018","6ix9ine ~ FEFE (feat. Nicki Minaj & Murda Beatz)",1
"2018","Future ~ FUTURE",1
"2018","Mozzy ~ Fake Famous",1
"2018","Chris Brown ~ Fan of A Fan The Album",1
"2018","The-Dream ~ Fifty Shades Darker",1
"2018","Bruno Mars ~ Finesse (Remix) [feat. Cardi B]",1
"2018","Logic ~ Finessed Flow",1
"2018","Liam Payne ~ For You (Fifty Shades Freed)",1
"2018","J. Cole ~ Forest Hills Drive: Live from Fayetteville, NC",1
"2018","Drake ~ Forever",1
"2018","Daniel Caesar ~ Freudian",1
"2018","Tee Grizzley ~ From The D To The A (feat. Lil Yachty)",1
"2018","Tyga ~ Fuk Wat They Talkin Bout",1
"2018","Justin Timberlake ~ FutureSex/LoveSounds",1
"2018","6ix9ine ~ GUMMO",1
"2018","Modest Mouse ~ Good News For People Who Love Bad News",1
"2018","Queen ~ Greatest Hits - We Will Rock You Edition",1
"2018","Ima Robot ~ Greenback Boogie - Single",1
"2018","Skrillex ~ HUMBLE.",1
"2018","Shawn Mendes ~ Handwritten",1
"2018","Hoodie Allen ~ Happy Camper",1
"2018","Drake ~ Headlines",1
"2018","The Beatles ~ Help!",1
"2018","AC/DC ~ High Voltage",1
"2018","G-Eazy ~ Him & I",1
"2018","Kanye West ~ I Love It",1
"2018","Drake ~ I'm Upset",1
"2018","Saweetie ~ ICY GRL",1
"2018","B Lou ~ Ice Tray",1
"2018","Nas ~ Illmatic",1
"2018","Led Zeppelin ~ In Through the out Door",1
"2018","DragonForce ~ Inhuman Rampage",1
"2018","Vennu Mallesh ~ It's My Life What Ever I Wanna Do",1
"2018","Higher Brothers ~ Journey to the West",1
"2018","Teyana Taylor ~ K.T.S.E.",1
"2018","KIDS SEE GHOSTS ~ KIDS SEE GHOSTS",1
"2018","$uicideboy$ ~ KILL YOURSELF Part XII: The Dark Glacier Saga",1
"2018","Eminem ~ Killshot",1
"2018","Cordae ~ Kung Fu",1
"2018","Quavo ~ L A M B T A L K",1
"2018","Machine Gun Kelly ~ LOCO",1
"2018","Takeoff ~ Last Memory",1
"2018","Jeremih ~ Late Nights: The Album",1
"2018","Partenaire Particulier ~ Le son des annees 80",1
"2018","N.E.R.D ~ Lemon (feat. Drake)",1
"2018","The Beatles ~ Let It Be... Naked",1
"2018","Ellie Goulding ~ Lights",1
"2018","<U+5434><U+4EA6><U+51E1> ~ Like That",1
"2018","Lil Yachty ~ Lil Boat 2",1
"2018","Lil Uzi Vert ~ Lil Uzi Vert vs. The World",1
"2018","Franz Liszt ~ Liszt: Annees de pelerinage I, S. 160 """"Suisse"""" & Legende No. 2",1
"2018","Ayo & Teo ~ Lit Right Now",1
"2018","Migos ~ Look At My Dab",1
"2018","A.CHAL ~ Love N Hennessy REMIX (feat. 2 Chainz & Nicky Jam)",1
"2018","Troye Sivan ~ Love, Simon (Original Motion Picture Soundtrack)",1
