"SchoolPeriod","Artist","Plays"
"Freshman-Sophomore Summer","Lilskrt4k",2
"Freshman-Sophomore Summer","Living Room",2
"Freshman-Sophomore Summer","Lorde",2
"Freshman-Sophomore Summer","Louis Armstrong",2
"Freshman-Sophomore Summer","Luna Shadows",2
"Freshman-Sophomore Summer","Osibih",2
"Freshman-Sophomore Summer","P-Lo",2
"Freshman-Sophomore Summer","Paul McCartney",2
"Freshman-Sophomore Summer","Pharrell Williams",2
"Freshman-Sophomore Summer","Philadelphia Orchestra",2
"Freshman-Sophomore Summer","RJMrLA",2
"Freshman-Sophomore Summer","Radiohead",2
"Freshman-Sophomore Summer","Raimu",2
"Freshman-Sophomore Summer","Skrillex",2
"Freshman-Sophomore Summer","Tank",2
"Freshman-Sophomore Summer","The Barden Bellas",2
"Freshman-Sophomore Summer","The Beach Boys",2
"Freshman-Sophomore Summer","The Mamas & The Papas",2
"Freshman-Sophomore Summer","The Wanted",2
"Freshman-Sophomore Summer","Thin Lizzy",2
"Freshman-Sophomore Summer","Thouxanbanfauni",2
"Freshman-Sophomore Summer","Vince Staples",2
"Freshman-Sophomore Summer","Wings",2
"Freshman-Sophomore Summer","Wiz Khalifa",2
"Freshman-Sophomore Summer","YNW Melly",2
"Sophomore Year","070 Shake",2
"Sophomore Year","A$AP Mob",2
"Sophomore Year","Aastha Gill",2
"Sophomore Year","American Authors",2
"Sophomore Year","Andy Williams",2
"Sophomore Year","Axwell /\ Ingrosso",2
"Sophomore Year","Bakar",2
"Sophomore Year","Benny Dayal",2
"Sophomore Year","Berner",2
"Sophomore Year","Big Boi",2
"Sophomore Year","Blac Youngsta",2
"Sophomore Year","BlocBoy JB",2
"Sophomore Year","BluntOne",2
"Sophomore Year","Carolina Liar",2
"Sophomore Year","Cochise",2
"Sophomore Year","Common",2
"Sophomore Year","Cordae",2
"Sophomore Year","CrazyJaZz",2
"Sophomore Year","DJ Scheme",2
"Sophomore Year","DRAM",2
"Sophomore Year","David Shire",2
"Sophomore Year","Dean Martin",2
"Sophomore Year","Diddy",2
"Sophomore Year","Dimitri Vegas & Like Mike",2
"Sophomore Year","Don Fizzy",2
"Sophomore Year","Drxnk",2
"Sophomore Year","E I S U",2
"Sophomore Year","FITZ",2
"Sophomore Year","Fivio Foreign",2
"Sophomore Year","Flo Rida",2
"Sophomore Year","FloFilz",2
"Sophomore Year","Frank Sinatra",2
"Sophomore Year","G Mills",2
"Sophomore Year","GAMPER & DADONI",2
"Sophomore Year","Gene Autry",2
"Sophomore Year","Good Guys Go to Heaven",2
"Sophomore Year","Goodnyght",2
"Sophomore Year","H.1",2
"Sophomore Year","HawkOne",2
"Sophomore Year","Hoffy Beats",2
"Sophomore Year","IDK",2
"Sophomore Year","Jose Feliciano",2
"Sophomore Year","Joyner Lucas",2
"Sophomore Year","Junior Varsity",2
"Sophomore Year","K. J. Yesudas",2
"Sophomore Year","KC & The Sunshine Band",2
"Sophomore Year","KLIM",2
"Sophomore Year","Keak Da Sneak",2
"Sophomore Year","Ken Carson",2
"Sophomore Year","Kevin Abstract",2
"Sophomore Year","Kido",2
"Sophomore Year","Kurt Stewart",2
"Sophomore Year","LESKY",2
"Sophomore Year","LMFAO",2
"Sophomore Year","LUCKI",2
"Sophomore Year","Lehmber Hussainpuri",2
"Sophomore Year","Lichtboje",2
"Sophomore Year","Lil Durk",2
"Sophomore Year","Living Room",2
"Sophomore Year","Macklemore",2
"Sophomore Year","Mariah Carey",2
"Sophomore Year","Moderator",2
"Sophomore Year","NF",2
"Sophomore Year","Nardo Wick",2
"Sophomore Year","Nas",2
"Sophomore Year","Nat King Cole",2
"Sophomore Year","No Spirit",2
"Sophomore Year","Oatmello",2
"Sophomore Year","Omar Apollo",2
"Sophomore Year","One Direction",2
"Sophomore Year","Ozzy Osbourne",2
"Sophomore Year","P. Jayachandran",2
"Sophomore Year","PSY",2
"Sophomore Year","PnB Rock",2
"Sophomore Year","Purrple Cat",2
"Sophomore Year","Quinn XCII",2
"Sophomore Year","Rashid Ali",2
"Sophomore Year","Rod Wave",2
"Sophomore Year","Roosevelt",2
"Sophomore Year","Rupert Holmes",2
"Sophomore Year","SAINt JHN",2
"Sophomore Year","SL",2
"Sophomore Year","SP-Mato",2
"Sophomore Year","SYML",2
"Sophomore Year","Sam Hunt",2
"Sophomore Year","Seb Zillner",2
"Sophomore Year","Sebastian Kamae",2
"Sophomore Year","Shakira",2
"Sophomore Year","Sigurd Barrett",2
"Sophomore Year","Sleeping At Last",2
"Sophomore Year","Spencer Hunt",2
"Sophomore Year","Stevie Wonder",2
"Sophomore Year","Strehlow",2
"Sophomore Year","Supergrass",2
"Sophomore Year","Tabi",2
"Sophomore Year","Takeoff",2
"Sophomore Year","Tchami",2
"Sophomore Year","The Alchemist",2
"Sophomore Year","The Buttertones",2
"Sophomore Year","The Kid LAROI",2
"Sophomore Year","The Vines",2
"Sophomore Year","The Wombats",2
"Sophomore Year","Trisha Mohring",2
"Sophomore Year","Twista",2
"Sophomore Year","Vampire Weekend",2
"Sophomore Year","Vince Guaraldi Trio",2
"Sophomore Year","Vishal Dadlani",2
"Sophomore Year","X Ambassadors",2
"Sophomore Year","Yeah Yeah Yeahs",2
"Sophomore Year","Young Nudy",2
"Sophomore Year","Zedd",2
"Sophomore Year","Zmeyev",2
"Sophomore Year","bill clesen",2
"Sophomore Year","flamingo zamperoni",2
"Sophomore Year","monte booker",2
"Sophomore Year","papichuloteej",2
"Sophomore Year","trxxshed",2
"Sophomore Year","will.i.am",2
"Sophomore-Junior Summer","<U+5434><U+4EA6><U+51E1>",2
"Sophomore-Junior Summer","A.R. Rahman",2
"Sophomore-Junior Summer","AG Club",2
"Sophomore-Junior Summer","Alan Walker",2
"Sophomore-Junior Summer","Alfie Templeman",2
"Sophomore-Junior Summer","Aliotta Haynes Jeremiah",2
"Sophomore-Junior Summer","B.o.B",2
"Sophomore-Junior Summer","BEAM",2
"Sophomore-Junior Summer","BIGBABYGUCCI",2
"Sophomore-Junior Summer","BabyTron",2
"Sophomore-Junior Summer","Backstreet Boys",2
"Sophomore-Junior Summer","Becky G",2
"Sophomore-Junior Summer","Blaccmass",2
"Sophomore-Junior Summer","Bruce Springsteen",2
"Sophomore-Junior Summer","Cashmere Cat",2
"Sophomore-Junior Summer","Central Cee",2
"Sophomore-Junior Summer","Curren$y",2
"Sophomore-Junior Summer","DRAM",2
"Sophomore-Junior Summer","David Bowie",2
"Sophomore-Junior Summer","Diddy",2
"Sophomore-Junior Summer","E-40",2
"Sophomore-Junior Summer","Empire of the Sun",2
"Sophomore-Junior Summer","Flying Lotus",2
"Sophomore-Junior Summer","Funtahen",2
"Sophomore-Junior Summer","Gallery Provence",2
"Sophomore-Junior Summer","Giveon",2
"Sophomore-Junior Summer","Guns N' Roses",2
"Sophomore-Junior Summer","Gym Class Heroes",2
"Sophomore-Junior Summer","Hast",2
"Sophomore-Junior Summer","ICYTWAT",2
"Sophomore-Junior Summer","Jason Derulo",2
"Sophomore-Junior Summer","Jay Worthy",2
"Sophomore-Junior Summer","Jimi Hendrix",2
"Sophomore-Junior Summer","KAYTRANADA",2
"Sophomore-Junior Summer","Kesha",2
"Sophomore-Junior Summer","Key Glock",2
"Sophomore-Junior Summer","Kris Wu",2
"Sophomore-Junior Summer","Labh Janjua",2
"Sophomore-Junior Summer","Lata Mangeshkar",2
"Sophomore-Junior Summer","Lil Dicky",2
"Sophomore-Junior Summer","Lil Nas X",2
"Sophomore-Junior Summer","Lil Tjay",2
"Sophomore-Junior Summer","Lord Huron",2
"Sophomore-Junior Summer","Lupe Fiasco",2
"Sophomore-Junior Summer","Machine Gun Kelly",2
"Sophomore-Junior Summer","Magic System",2
"Sophomore-Junior Summer","Marvin Gaye",2
"Sophomore-Junior Summer","Max Drazen",2
"Sophomore-Junior Summer","NEIKED",2
"Sophomore-Junior Summer","Nia Sultana",2
"Sophomore-Junior Summer","NoMBe",2
"Sophomore-Junior Summer","Olympic Ayres",2
"Sophomore-Junior Summer","Only The Family",2
"Sophomore-Junior Summer","Phigross",2
"Sophomore-Junior Summer","Pi'erre Bourne",2
"Sophomore-Junior Summer","RJMrLA",2
"Sophomore-Junior Summer","Rascal Flatts",2
"Sophomore-Junior Summer","Rauw Alejandro",2
"Sophomore-Junior Summer","Rexx Life Raj",2
"Sophomore-Junior Summer","Rick Ross",2
"Sophomore-Junior Summer","Rupert Holmes",2
"Sophomore-Junior Summer","Saba",2
"Sophomore-Junior Summer","ScrewStache",2
"Sophomore-Junior Summer","Shankar Mahadevan",2
"Sophomore-Junior Summer","Shawn Mendes",2
"Sophomore-Junior Summer","Shoreline Mafia",2
"Sophomore-Junior Summer","SiR",2
"Sophomore-Junior Summer","Smino",2
"Sophomore-Junior Summer","Sublime",2
"Sophomore-Junior Summer","Tay-K",2
"Sophomore-Junior Summer","The Clash",2
"Sophomore-Junior Summer","The Game",2
"Sophomore-Junior Summer","The Kid LAROI",2
"Sophomore-Junior Summer","The Outfield",2
"Sophomore-Junior Summer","The Score",2
"Sophomore-Junior Summer","The Wanted",2
"Sophomore-Junior Summer","Van Halen",2
"Sophomore-Junior Summer","Van Morrison",2
"Sophomore-Junior Summer","WZRD",2
"Sophomore-Junior Summer","X Ambassadors",2
"Sophomore-Junior Summer","Young Money",2
"Sophomore-Junior Summer","YoungBoy Never Broke Again",2
"Sophomore-Junior Summer","easy life",2
"Sophomore-Junior Summer","girl in red",2
"Sophomore-Junior Summer","midwxst",2
"Sophomore-Junior Summer","monte booker",2
"Sophomore-Junior Summer","redveil",2
"10th Grade","$uicideboy$",1
"10th Grade","2015 Dynamo Hitz",1
"10th Grade","Aad",1
"10th Grade","Alicia Keys",1
"10th Grade","Ankitha",1
"10th Grade","Arctic Monkeys",1
"10th Grade","B Lou",1
"10th Grade","BTS",1
"10th Grade","Bhad Bhabie",1
"10th Grade","Bo Burnham",1
"10th Grade","Bruce Springsteen",1
"10th Grade","CNCO",1
"10th Grade","DNCE",1
"10th Grade","Dame D.O.L.L.A",1
"10th Grade","Death Cab for Cutie",1
"10th Grade","Dido",1
"10th Grade","Diggy",1
"10th Grade","DragonForce",1
"10th Grade","Edith Piaf",1
"10th Grade","Ella Eyre",1
"10th Grade","Eric Paslay",1
"10th Grade","Eurythmics",1
"10th Grade","Glades",1
"10th Grade","Ima Robot",1
"10th Grade","Imagine Dragons",1
"10th Grade","Jake Paul",1
"10th Grade","Jeremy Zucker",1
"10th Grade","Joey Trap",1
"10th Grade","John Lennon",1
"10th Grade","Julie Andrews",1
"10th Grade","KIDS SEE GHOSTS",1
"10th Grade","Kaskade",1
"10th Grade","Keala Settle",1
"10th Grade","Kid Ink",1
"10th Grade","Kristal Gandhi",1
"10th Grade","Kygo",1
"10th Grade","Lady Gaga",1
"10th Grade","Lecrae",1
"10th Grade","Leona Lewis",1
"10th Grade","Lil Broomstick",1
"10th Grade","Lil Yachty",1
"10th Grade","Ludwig Goransson",1
"10th Grade","Luis Fonsi",1
"10th Grade","Maggie Lindemann",1
"10th Grade","Manic Street Preachers",1
"10th Grade","Matt Terry",1
"10th Grade","Metro Boomin",1
"10th Grade","Modest Mouse",1
"10th Grade","N.E.R.D",1
"10th Grade","Nath Brooks",1
"10th Grade","Neil Diamond",1
"10th Grade","Our Last Night",1
"10th Grade","Phantom Planet",1
"10th Grade","Radiohead",1
"10th Grade","Rae Sremmurd",1
"10th Grade","Rakim",1
"10th Grade","Ray Stevens",1
"10th Grade","Ricegum",1
"10th Grade","Rich Brian",1
"10th Grade","Rick Astley",1
"10th Grade","Rita Ora",1
"10th Grade","Rob $tone",1
"10th Grade","Sammy Adams",1
"10th Grade","San Holo",1
"10th Grade","Sea in the Sky",1
"10th Grade","Ski Mask The Slump God",1
"10th Grade","Survivor",1
"10th Grade","Susan Egan",1
"10th Grade","The-Dream",1
"10th Grade","Tom Walker",1
"10th Grade","Troye Sivan",1
"10th Grade","Ty Dolla $ign",1
"10th Grade","Vennu Mallesh",1
"10th Grade","Victor Oladipo",1
"10th Grade","WINNER",1
"10th Grade","Waka Flocka Flame",1
"10th Grade","Wale",1
"10th Grade","Walmart Yodel Kid",1
"10th Grade","Wet",1
"10th Grade","YBN Nahmir",1
"10th Grade","YFN Lucci",1
"10th Grade","YoungBoy Never Broke Again",1
"10th Grade","Zo Val",1
"10th Grade","at Wendys",1
"10th-11th Summer","5 Seconds of Summer",1
"10th-11th Summer","<U+5434><U+4EA6><U+51E1>",1
"10th-11th Summer","A Boogie Wit da Hoodie",1
"10th-11th Summer","AC/DC",1
"10th-11th Summer","Ayo & Teo",1
"10th-11th Summer","Big Boi",1
"10th-11th Summer","Boston",1
"10th-11th Summer","Chance the Rapper",1
"10th-11th Summer","Charlie Puth",1
"10th-11th Summer","Dean Lewis",1
"10th-11th Summer","Demi Lovato",1
"10th-11th Summer","Desiigner",1
"10th-11th Summer","Eagles",1
"10th-11th Summer","Ellie Goulding",1
"10th-11th Summer","Eurythmics",1
"10th-11th Summer","Fitz and The Tantrums",1
"10th-11th Summer","Flo Rida",1
"10th-11th Summer","Frank Ocean",1
"10th-11th Summer","Gym Class Heroes",1
"10th-11th Summer","Hard Bass School",1
"10th-11th Summer","Jordan Mackampa",1
"10th-11th Summer","Justin Bieber",1
"10th-11th Summer","KYLE",1
"10th-11th Summer","Kiiara",1
"10th-11th Summer","Kodak Black",1
"10th-11th Summer","Lil Pump",1
"10th-11th Summer","London On Da Track",1
"10th-11th Summer","Lorde",1
"10th-11th Summer","Metro Boomin",1
"10th-11th Summer","Mozzy",1
"10th-11th Summer","P!nk",1
"10th-11th Summer","Partenaire Particulier",1
"10th-11th Summer","Paul Rosenberg",1
"10th-11th Summer","Pink Floyd",1
"10th-11th Summer","Pitbull",1
"10th-11th Summer","Portugal. The Man",1
"10th-11th Summer","Pusha T",1
"10th-11th Summer","Quality Control",1
"10th-11th Summer","Quavo",1
"10th-11th Summer","R3HAB",1
"10th-11th Summer","Sheck Wes",1
"10th-11th Summer","ShiShi",1
"10th-11th Summer","Styx",1
"10th-11th Summer","Teyana Taylor",1
"10th-11th Summer","The Carters",1
"10th-11th Summer","Ugly God",1
"10th-11th Summer","Wale",1
"10th-11th Summer","ZAYN",1
"11th Grade","147 CalBoy",1
"11th Grade","2Pac",1
"11th Grade","88-Keys",1
"11th Grade","A.CHAL",1
"11th Grade","A.R. Rahman",1
"11th Grade","Akon",1
"11th Grade","BORNS",1
"11th Grade","Bad Bunny",1
"11th Grade","Baka Not Nice",1
"11th Grade","Bee Gees",1
"11th Grade","Ben E. King",1
"11th Grade","Ben Platt",1
"11th Grade","Bob Dylan",1
"11th Grade","Bobby Helms",1
"11th Grade","Brett Eldredge",1
"11th Grade","Brothers Osborne",1
"11th Grade","Bruce Springsteen",1
"11th Grade","Carrie Underwood",1
"11th Grade","Chinmayi",1
"11th Grade","Conan Gray",1
"11th Grade","Cub Sport",1
"11th Grade","DaBoii",1
"11th Grade","Daniel Barenboim",1
"11th Grade","Death Cab for Cutie",1
"11th Grade","Dion",1
"11th Grade","Don McLean",1
"11th Grade","Duki",1
"11th Grade","E-40",1
"11th Grade","Eagle-Eye Cherry",1
"11th Grade","Earth, Wind & Fire",1
"11th Grade","Flying Lotus",1
"11th Grade","G Perico",1
"11th Grade","Goody Grace",1
"11th Grade","Gucci Mane",1
"11th Grade","Gym Class Heroes",1
"11th Grade","HYTYD",1
"11th Grade","Hopsin",1
"11th Grade","Isaiah Rashad",1
"11th Grade","Iyaz",1
"11th Grade","Jason Derulo",1
"11th Grade","Jeremy Zucker",1
"11th Grade","John Denver",1
"11th Grade","Katy Perry",1
"11th Grade","Kenny Loggins",1
"11th Grade","Kuwada",1
"11th Grade","Kyle Dixon & Michael Stein",1
"11th Grade","Lauv",1
"11th Grade","Liam Payne",1
"11th Grade","Lil Dicky",1
"11th Grade","Lil Skies",1
"11th Grade","Lil Yachty",1
"11th Grade","London On Da Track",1
"11th Grade","Lorde",1
"11th Grade","Louis Armstrong",1
"11th Grade","Lupe Fiasco",1
"11th Grade","Michael Jackson",1
"11th Grade","Michael Scott Fan Club",1
"11th Grade","Miguel",1
"11th Grade","Mike Sherm",1
"11th Grade","Nas",1
"11th Grade","Nico Segal",1
"11th Grade","Nirvana",1
"11th Grade","Ozzy Osbourne",1
"11th Grade","P!nk",1
"11th Grade","Penn Masala",1
"11th Grade","Petit Biscuit",1
"11th Grade","PnB Rock",1
"11th Grade","Pusha T",1
"11th Grade","Quality Control",1
"11th Grade","Quavo",1
"11th Grade","R.E.M.",1
"11th Grade","Randy Newman",1
"11th Grade","Sam Hunt",1
"11th Grade","Saweetie",1
"11th Grade","Scorpions",1
"11th Grade","Seals and Crofts",1
"11th Grade","Shakira",1
"11th Grade","Shoreline Mafia",1
"11th Grade","Smash Mouth",1
"11th Grade","Smokepurpp",1
"11th Grade","Snoop Dogg",1
"11th Grade","Sofia Carson",1
"11th Grade","Sunidhi Chauhan",1
"11th Grade","Survivor",1
"11th Grade","System Of A Down",1
"11th Grade","Takeoff",1
"11th Grade","The 1975",1
"11th Grade","The Game",1
"11th Grade","The Grass Roots",1
"11th Grade","The Who",1
"11th Grade","Tove Lo",1
"11th Grade","Ugly God",1
"11th Grade","WESTSIDE BOOGIE",1
"11th Grade","Wale",1
"11th Grade","Wham!",1
"11th Grade","Young Money",1
"11th Grade","a-ha",1
"11th Grade","iLOVEFRiDAY",1
"11th-12th Summer","83 Babies",1
"11th-12th Summer","88rising",1
"11th-12th Summer","Amaal Mallik",1
"11th-12th Summer","Amar Arshi",1
"11th-12th Summer","Amine",1
"11th-12th Summer","Andy Mineo",1
"11th-12th Summer","Angele",1
"11th-12th Summer","Arijit Singh",1
"11th-12th Summer","Atif Aslam",1
"11th-12th Summer","Badshah",1
"11th-12th Summer","Bernard Herrmann",1
"11th-12th Summer","Big Sean",1
"11th-12th Summer","BlocBoy JB",1
"11th-12th Summer","Bruno Major",1
"11th-12th Summer","Carly Rae Jepsen",1
"11th-12th Summer","Comethazine",1
"11th-12th Summer","Cordae",1
"11th-12th Summer","DaBaby",1
"11th-12th Summer","Famous Dex",1
"11th-12th Summer","G-Eazy",1
"11th-12th Summer","Green Day",1
"11th-12th Summer","Gunna",1
"11th-12th Summer","Gustavo Santaolalla",1
"11th-12th Summer","Gwen Stefani",1
"11th-12th Summer","Halsey",1
"11th-12th Summer","Jason Derulo",1
"11th-12th Summer","Jay Rock",1
"11th-12th Summer","Jeremih",1
"11th-12th Summer","Juice WRLD",1
"11th-12th Summer","KILLY",1
"11th-12th Summer","Kirko Bangz",1
"11th-12th Summer","Lil Dicky",1
"11th-12th Summer","Lil Uzi Vert",1
"11th-12th Summer","Looking Glass",1
"11th-12th Summer","Mac Ayres",1
"11th-12th Summer","Macklemore",1
"11th-12th Summer","Marvin Gaye",1
"11th-12th Summer","Maxo Kream",1
"11th-12th Summer","Mike Sherm",1
"11th-12th Summer","Mohit Chauhan",1
"11th-12th Summer","NF",1
"11th-12th Summer","Nebu Kiniza",1
"11th-12th Summer","Nicki Minaj",1
"11th-12th Summer","Offset",1
"11th-12th Summer","P-Lo",1
"11th-12th Summer","Pacific Air",1
"11th-12th Summer","Phil Collins",1
"11th-12th Summer","Pitbull",1
"11th-12th Summer","Ramones",1
"11th-12th Summer","Rihanna",1
"11th-12th Summer","Rob $tone",1
"11th-12th Summer","Rupert Holmes",1
"11th-12th Summer","SHLOK",1
"11th-12th Summer","Shawn Mendes",1
"11th-12th Summer","Sheck Wes",1
"11th-12th Summer","Sukhwinder Singh",1
"11th-12th Summer","Suraj Jagan",1
"11th-12th Summer","The Lemonheads",1
"11th-12th Summer","The Rolling Stones",1
"11th-12th Summer","Train",1
"11th-12th Summer","Van Halen",1
"11th-12th Summer","Wiz Khalifa",1
"11th-12th Summer","YBN Nahmir",1
"11th-12th Summer","Yung Simmie",1
"11th-12th Summer","Zacari",1
"11th-12th Summer","Zedd",1
"11th-12th Summer","iLOVEFRiDAY",1
"11th-12th Summer","lil ricefield",1
"11th-12th Summer","tobi lou",1
"12th Grade","03 Greedo",1
"12th Grade","38 Special",1
"12th Grade","88GLAM",1
"12th Grade","88rising",1
"12th Grade","9lokknine",1
"12th Grade","Aastha Gill",1
"12th Grade","Ab-Soul",1
"12th Grade","Absofacto",1
"12th Grade","Action Pack",1
"12th Grade","Al Green",1
"12th Grade","Amar Arshi",1
"12th Grade","Ambjaay",1
"12th Grade","Amy-Leigh Williamson",1
"12th Grade","Antologie",1
"12th Grade","Ariana Grande",1
"12th Grade","Aron Risa",1
"12th Grade","Baby Keem",1
"12th Grade","Bankrol Hayden",1
"12th Grade","Ben E. King",1
"12th Grade","Beyonce",1
"12th Grade","Billy Squier",1
"12th Grade","Britney Spears",1
"12th Grade","Cascada",1
"12th Grade","Chance the Rapper",1
"12th Grade","Cheap Trick",1
"12th Grade","Chinmayi",1
"12th Grade","Cuco",1
"12th Grade","Cyrax",1
"12th Grade","DJ Purpberry",1
"12th Grade","Daniel Caesar",1
"12th Grade","Denzel Curry",1
"12th Grade","Diddy",1
"12th Grade","Doja Cat",1
"12th Grade","Dua Lipa",1
"12th Grade","EARTHGANG",1
"12th Grade","EAST AV3",1
"12th Grade","Emanuel Fremont",1
"12th Grade","Eric Reprid",1
"12th Grade","Faces",1
"12th Grade","Far East Movement",1
"12th Grade","Faygogotcash",1
"12th Grade","Frank Sinatra",1
"12th Grade","Freddie Dredd",1
"12th Grade","French Montana",1
"12th Grade","Glass Animals",1
"12th Grade","Helix",1
"12th Grade","Imagine Dragons",1
"12th Grade","JACKBOYS",1
"12th Grade","Jane's Addiction",1
"12th Grade","Jay Critch",1
"12th Grade","Jens Wechsler",1
"12th Grade","Jeremy Zucker",1
"12th Grade","Jhene Aiko",1
"12th Grade","Kelly Clarkson",1
"12th Grade","Kris Wu",1
"12th Grade","Lady Gaga",1
"12th Grade","Landstrip Chip",1
"12th Grade","Leo Finka",1
"12th Grade","Lil He77",1
"12th Grade","Lucenzo",1
"12th Grade","MadeinTYO",1
"12th Grade","MarMar Oso",1
"12th Grade","Marino Infantry",1
"12th Grade","Muriel Bostdorp",1
"12th Grade","OMI",1
"12th Grade","Offset",1
"12th Grade","Olly Murs",1
"12th Grade","Peter Schilling",1
"12th Grade","Pop Smoke",1
"12th Grade","Quiet Riot",1
"12th Grade","Rahat Fateh Ali Khan",1
"12th Grade","Rahmeen",1
"12th Grade","Rich The Kid",1
"12th Grade","RichaadEB",1
"12th Grade","Rosemary Wilkinson",1
"12th Grade","Roy Orbison",1
"12th Grade","Sammy Shiblaq",1
"12th Grade","Santana",1
"12th Grade","ShooterGang Kony",1
"12th Grade","Ski Mask The Slump God",1
"12th Grade","Stevie Ray Vaughan",1
"12th Grade","Stevie Wonder",1
"12th Grade","Stunna 4 Vegas",1
"12th Grade","Sueco",1
"12th Grade","Sweet",1
"12th Grade","Taco",1
"12th Grade","Tame Impala",1
"12th Grade","Tears For Fears",1
"12th Grade","The Backseat Lovers",1
"12th Grade","The Clash",1
"12th Grade","The Del-Vikings",1
"12th Grade","The Killers",1
"12th Grade","The Neighbourhood",1
"12th Grade","The Notorious B.I.G.",1
"12th Grade","The Thrills",1
"12th Grade","Thin Lizzy",1
"12th Grade","Tom The Mail Man",1
"12th Grade","Tony Orlando & Dawn",1
"12th Grade","Triumph",1
"12th Grade","Troy Ave",1
"12th Grade","UFO",1
"12th Grade","Weezer",1
"12th Grade","YNW BSlime",1
"12th Grade","Young Nudy",1
"12th Grade","YoungBoy Never Broke Again",1
"12th Grade","Yung Hurn",1
"12th Grade","a-ha",1
"12th Grade","gianni & kyle",1
"12th Grade","ilyTOMMY",1
"12th-Freshman Summer","3OH!3",1
"12th-Freshman Summer","A$AP Ferg",1
"12th-Freshman Summer","AC/DC",1
"12th-Freshman Summer","Ab-Soul",1
"12th-Freshman Summer","Air Supply",1
"12th-Freshman Summer","Amine",1
"12th-Freshman Summer","Anuradha Paudwal",1
"12th-Freshman Summer","B.o.B",1
"12th-Freshman Summer","Bachman-Turner Overdrive",1
"12th-Freshman Summer","Barlito",1
"12th-Freshman Summer","Bastille",1
"12th-Freshman Summer","Benny Dayal",1
"12th-Freshman Summer","Big Sean",1
"12th-Freshman Summer","Billy Marchiafava",1
"12th-Freshman Summer","Billy Ray Cyrus",1
"12th-Freshman Summer","Biskwiq",1
"12th-Freshman Summer","Bob Dylan",1
"12th-Freshman Summer","Capital Bra",1
"12th-Freshman Summer","Chicago",1
"12th-Freshman Summer","Chief Keef",1
"12th-Freshman Summer","Clay Walker",1
"12th-Freshman Summer","Clint Black",1
"12th-Freshman Summer","Cochise",1
"12th-Freshman Summer","Confederate Railroad",1
"12th-Freshman Summer","Cozz",1
"12th-Freshman Summer","David Ball",1
"12th-Freshman Summer","David Guetta",1
"12th-Freshman Summer","Dbangz",1
"12th-Freshman Summer","Doug Stone",1
"12th-Freshman Summer","Faygogotcash",1
"12th-Freshman Summer","Flying Lotus",1
"12th-Freshman Summer","Frankie Valli",1
"12th-Freshman Summer","French Montana",1
"12th-Freshman Summer","Gaullin",1
"12th-Freshman Summer","George Michael",1
"12th-Freshman Summer","Gloria Gaynor",1
"12th-Freshman Summer","GoldLink",1
"12th-Freshman Summer","Guapdad 4000",1
"12th-Freshman Summer","Honk!",1
"12th-Freshman Summer","Imran Khan",1
"12th-Freshman Summer","Internet Money",1
"12th-Freshman Summer","Isaiah Rashad",1
"12th-Freshman Summer","J.I the Prince of N.Y",1
"12th-Freshman Summer","JPEGMAFIA",1
"12th-Freshman Summer","Jaden",1
"12th-Freshman Summer","Jeremy Zucker",1
"12th-Freshman Summer","Jesse McCartney",1
"12th-Freshman Summer","Jessie Reyez",1
"12th-Freshman Summer","Jhene Aiko",1
"12th-Freshman Summer","John Anderson",1
"12th-Freshman Summer","Jonas Brothers",1
"12th-Freshman Summer","Justice",1
"12th-Freshman Summer","Kansas",1
"12th-Freshman Summer","Labh Janjua",1
"12th-Freshman Summer","Lehmber Hussainpuri",1
"12th-Freshman Summer","Lil Gnar",1
"12th-Freshman Summer","Lil Loaded",1
"12th-Freshman Summer","Lil Nas X",1
"12th-Freshman Summer","Lil Yachty",1
"12th-Freshman Summer","Lonestar",1
"12th-Freshman Summer","Loud Luxury",1
"12th-Freshman Summer","Lxst",1
"12th-Freshman Summer","Majid Jordan",1
"12th-Freshman Summer","Martin Garrix",1
"12th-Freshman Summer","Martina McBride",1
"12th-Freshman Summer","Matthew Wilder",1
"12th-Freshman Summer","Matty Wood$",1
"12th-Freshman Summer","Mick Jenkins",1
"12th-Freshman Summer","Moe",1
"12th-Freshman Summer","Mr. Probz",1
"12th-Freshman Summer","NLE Choppa",1
"12th-Freshman Summer","Neha Kakkar",1
"12th-Freshman Summer","New Boyz",1
"12th-Freshman Summer","Nick Mason's Saucerful of Secrets",1
"12th-Freshman Summer","Nicki Minaj",1
"12th-Freshman Summer","Nipsey Hussle",1
"12th-Freshman Summer","Noel Redding",1
"12th-Freshman Summer","Odd Future",1
"12th-Freshman Summer","Of Monsters and Men",1
"12th-Freshman Summer","Outkast",1
"12th-Freshman Summer","Penn Masala",1
"12th-Freshman Summer","Polo G",1
"12th-Freshman Summer","RL Grime",1
"12th-Freshman Summer","Rahat Fateh Ali Khan",1
"12th-Freshman Summer","Rainbow",1
"12th-Freshman Summer","Randy Travis",1
"12th-Freshman Summer","Rashid Ali",1
"12th-Freshman Summer","Rhett Akins",1
"12th-Freshman Summer","Rich Homie Quan",1
"12th-Freshman Summer","Ricochet",1
"12th-Freshman Summer","Ryan Trey",1
"12th-Freshman Summer","Sage The Gemini",1
"12th-Freshman Summer","Sean Kingston",1
"12th-Freshman Summer","Sheck Wes",1
"12th-Freshman Summer","Steely Dan",1
