"Year","Album","Plays"
"2019","Gryffin ~ Winnebago (feat. Quinn XCII & Daniel Wilson)",12
"2019","Kazy Lambist ~ Work (feat. Pongo) - Single",12
"2019","node: project ~ legacy",12
"2019","Lewis Watson ~ little light (acoustic version)",12
"2020","Bryson Tiller ~ A N N I V E R S A R Y",12
"2020","O.A.S. ~ Aion",12
"2020","Sven Stierna ~ At Peace",12
"2020","DaBaby ~ BLAME IT ON BABY",12
"2020","Sean Kingston ~ Beautiful Girls",12
"2020","Ultimate Sleep ~ Bedtime Story",12
"2020","Frank Ocean ~ Blonde",12
"2020","Breakbot ~ By Your Side",12
"2020","Minnie Delarosa ~ Catch Me When I Fall",12
"2020","Lofi Fruits Music ~ Chasing Cars",12
"2020","Modl ~ Clementine",12
"2020","Junge des Interims ~ Die Natur Gottes",12
"2020","Samira Tesfay ~ Harmonious",12
"2020","Alexander 23 ~ I'm Sorry I Love You",12
"2020","Lofi Fruits Music ~ I'm Yours",12
"2020","Matilda Charpie ~ Le temps passe",12
"2020","Mauve ~ Light the Night",12
"2020","Alexander Bennet ~ Listless",12
"2020","Beele ~ Loco",12
"2020","Lonely Benson ~ Lonely Benson",12
"2020","Shawn Mendes ~ Lost In Japan",12
"2020","EON NOIRE ~ Mind Flow",12
"2020","Calvin Harris ~ Motion",12
"2020","Of Rust & Bone ~ Next to You",12
"2020","David Guetta ~ Nothing but the Beat 2.0",12
"2020","Arlette Leduc ~ Oceane",12
"2020","Limestone Quarry ~ Only If",12
"2020","Maroon 5 ~ Red Pill Blues",12
"2020","Bazzi ~ Renee's Song",12
"2020","Lofi Fruits Music ~ Riptide",12
"2020","SAINt JHN ~ Roses (Imanbek Remix)",12
"2020","SYML ~ SYML",12
"2020","Marshmello ~ Silence",12
"2020","Drake ~ Take Care",12
"2020","The Piano Guys ~ The Piano Guys",12
"2020","Elenor Fuchs ~ The Sacrament",12
"2020","Two Door Cinema Club ~ Tourist History",12
"2020","Alina Baraz ~ Urban Flora",12
"2020","Arush Mandal ~ Way of Life",12
"2020","SAINt JHN ~ While The World Was Burning",12
"2020","lovelytheband ~ broken",12
"2020","Billie Eilish ~ everything i wanted",12
"2021","Knxwledge ~ 1988",12
"2021","Noa Sandberg ~ Andas",12
"2021","Vishal Casey ~ Appreciation",12
"2021","Jasleen Royal ~ Baar Baar Dekho",12
"2021","Jakob ~ Bedroom Tapes",12
"2021","Haley Reinhart ~ Better",12
"2021","MAX ~ Butterflies",12
"2021","Clinton Kane ~ CHICKEN TENDIES",12
"2021","Jhene Aiko ~ Chilombo",12
"2021","Cigarettes After Sex ~ Cigarettes After Sex",12
"2021","Modl ~ Clementine",12
"2021","MAX ~ Colour Vision",12
"2021","Gyr ~ Cryogenic",12
"2021","Leon White ~ Daylight",12
"2021","Tine Mydland ~ Et oyeblikk",12
"2021","Mac Miller ~ Faces",12
"2021","Alan Walker ~ Faded",12
"2021","Dennis Kruissen ~ Falling In Love",12
"2021","Jatin-Lalit ~ Fanaa",12
"2021","WATTS ~ Feels",12
"2021","SRTW ~ Fire to Your Words",12
"2021","LAOUD ~ Following Lines",12
"2021","Martin Garrix ~ High On Life (feat. Bonn)",12
"2021","The Killers ~ Hot Fuss",12
"2021","SRTW ~ In the Distance",12
"2021","ayokay ~ In the Shape of a Dream",12
"2021","SiR ~ John Redcorn - A COLORS SHOW",12
"2021","Masego ~ Judas and the Black Messiah: The Inspired Album",12
"2021","DJ Kbz ~ Lo Intentamos",12
"2021","Shawn Mendes ~ Lost In Japan",12
"2021","Mauve ~ Love Letters",12
"2021","Alvaro Soler ~ Magia",12
"2021","Train ~ Mai Tais (feat. Skylar Grey)",12
"2021","Shoffy ~ Marathon",12
"2021","Najma Wallin ~ Med slutna ogon",12
"2021","Hector Warrens ~ Moments Of Stillness",12
"2021","Emanuel ~ Need You",12
"2021","*NSYNC ~ No Strings Attached",12
"2021","Kid Cudi ~ Passion, Pain & Demon Slayin'",12
"2021","Joel Adams ~ Please Don't Go",12
"2021","Paris Boy ~ Problemas",12
"2021","Miro ~ Reason",12
"2021","Milky Chance ~ Sadnecessary",12
"2021","Erik Satie ~ Satie: Avant-dernieres pensees",12
"2021","Flume ~ Skin Companion EP II",12
"2021","Cokobi ~ Sleepy Journey",12
"2021","Gnarls Barkley ~ St. Elsewhere",12
"2021","Jai Wolf ~ The Cure To Loneliness",12
"2021","Avicii ~ The Days / Nights",12
"2021","Kanye West ~ The Life Of Pablo",12
"2021","Urkoma ~ Tranquility",12
"2021","Healy ~ Tungsten",12
"2021","Bill Evans ~ Undercurrent",12
"2021","Flo Rida ~ Wild Ones",12
"2021","Lauv ~ Without You",12
"2021","Billie Eilish ~ Your Power",12
"2021","blackbear ~ everything means nothing",12
"2021","Christian French ~ hungover sunday",12
"2021","Rook1e ~ memories of her, last winter",12
"2021","ROLE MODEL ~ oh, how perfect",12
"2021","Kayou. ~ wish u the best",12
"2022","Pink Sweat$ ~ 17",12
"2022","RINI ~ After the Sun",12
"2022","Mike Posner ~ At Night, Alone.",12
"2022","Aries ~ BELIEVE IN ME, WHO BELIEVES IN YOU",12
"2022","Amir Obe ~ Can't Be A ____Here: Chapter 1",12
"2022","Alicia Keys ~ Come For Me (Unlocked) (feat. Khalid & Lucky Daye)",12
"2022","A.CHAL ~ EXOTIGAZ",12
"2022","6LACK ~ East Atlanta Love Letter",12
"2022","Akon ~ El Negreeto",12
"2022","Maluma ~ F.A.M.E.",12
"2022","Alan Walker ~ Faded",12
"2022","Jatin-Lalit ~ Fanaa",12
"2022","Ekali ~ Forever (feat. Elohim)",12
"2022","Ruel ~ Free Time",12
"2022","Yiruma ~ From The Yellow Room",12
"2022","BROCKHAMPTON ~ GINGER",12
"2022","Novo Amor ~ I Make Sparks",12
"2022","Frank Ocean ~ In My Room",12
"2022","Childish Gambino ~ Kauai",12
"2022","FKJ ~ Leave My Home",12
"2022","Louis The Child ~ Little Things (with Quinn XCII & Chelsea Cutler)",12
"2022","Mild Minds ~ MOOD (Remixes)",12
"2022","Tanishk Bagchi ~ Makhna (From """"Drive"""")",12
"2022","Petit Biscuit ~ Night Trouble",12
"2022","Pink Sweat$ ~ Nothing Feels Better",12
"2022","AJR ~ OK ORCHESTRA",12
"2022","Patrick Baker ~ Only",12
"2022","Carnage ~ Papi Gordo",12
"2022","Weston Estate ~ Pears",12
"2022","Calum Scott ~ Rise",12
"2022","Mansionair ~ Shadowboxer",12
"2022","Billie Eilish ~ Six Feet Under",12
"2022","Faime ~ Sorry",12
"2022","Masego ~ Studying Abroad: Extended Stay",12
"2022","Noname ~ Telefone",12
"2022","Arijit Singh ~ Tera Hua",12
"2022","Emmit Fenn ~ The Last Dance",12
"2022","SLANDER ~ When I'm With You (feat. neverwaves)",12
"2022","Porter Robinson ~ Worlds",12
"2022","Babe Rainbow ~ Your Imagination (feat. Jaden)",12
"2016","The Piano Guys ~ Live!",11
"2017","Bedtime Instrumental Piano Music Academy ~ Relaxing Piano Music for Deep Sleep - Soft Piano Sounds to Meditate and Calm Down, Lullabies to Help You Sleep, Songs to Relax & Heal, Baby Massage",11
"2018","Bastille ~ Bad Blood",11
"2018","Dean Lewis ~ Be Alright",11
"2018","Bazzi ~ Beautiful (feat. Camila Cabello)",11
"2018","Alan Walker ~ Darkside",11
"2018","Alvaro Soler ~ Eterno Agosto",11
"2018","Cheat Codes ~ Feels Great (feat. Fetty Wap & CVBZ)",11
"2018","A R I Z O N A ~ GALLERY",11
"2018","Julia Michaels ~ Heaven",11
"2018","Elephante ~ I Am The Elephante",11
"2018","Kodaline ~ In A Perfect World",11
"2018","Jennifer Lopez ~ On The 6",11
"2018","CNCO ~ Primera Cita",11
"2018","Zonoma ~ Somebody Else",11
"2018","Post Malone ~ Spider-Man: Into the Spider-Verse",11
"2018","Charlie Puth ~ Voicenotes",11
"2019","Dan + Shay ~ 10,000 Hours (with Justin Bieber)",11
"2019","2CELLOS ~ 2Cellos",11
"2019","Lukas Graham ~ 3 (The Purple Album)",11
"2019","Julius Aston ~ A Clear Mind",11
"2019","Maurice Windham ~ A Way to Heaven",11
"2019","Naomi Scott ~ Aladdin",11
"2019","Amaranth Cove ~ All Around Us",11
"2019","Alan Ellis ~ All Behind Us",11
"2019","Roger Reuse ~ All Is Well Now",11
"2019","Always Never ~ Always Never",11
"2019","Tranquil Cove ~ Ambient Hits",11
"2019","Kasper Schill ~ Ava",11
"2019","BANNERS ~ BANNERS",11
"2019","Selena Gomez ~ Back To You",11
"2019","Bad Bunny ~ Callaita",11
"2019","Kina ~ Can We Kiss Forever?",11
"2019","Novo Talos ~ Carry On",11
"2019","Belle Margaux ~ Catch the Fallen",11
"2019","GIMS ~ Ceinture noire",11
"2019","Lartiste ~ Clandestino",11
"2019","GASHI ~ Creep On Me",11
"2019","Benji & Fede ~ Dove e quando",11
"2019","Aphex Twin ~ Drukqs",11
"2019","Vas Bela ~ Ejszakai",11
"2019","Emelie Norstadt ~ Fields of Joy",11
"2019","Floriscope ~ Floriscope",11
"2019","SZA ~ For The Throne (Music Inspired by the HBO Series Game of Thrones)",11
"2019","Novo Talos ~ For the Love of Love",11
"2019","Diego Armando Rosa ~ Gordon Walton",11
"2019","Reo Cragun ~ Growing Pains",11
"2019","Shawn Mendes ~ Handwritten (Revisited)",11
"2019","Chieloka ~ Hiraeth",11
"2019","Luna Meguise ~ Hush",11
"2019","Ray Dalton ~ If You Fall",11
"2019","Kodaline ~ In A Perfect World",11
"2019","Harold Budd ~ In The Mist",11
"2019","Chris Brown ~ Indigo",11
"2019","Josie O'Connor ~ Introspective",11
"2019","Charmaine D'Avis ~ Je plane",11
"2019","Keywest ~ Joyland",11
"2019","MORTEN ~ Keep Me From You (feat. ODA)",11
"2019","Relajar ~ La Lluvia",11
"2019","Harold Budd ~ Lovely Thunder",11
"2019","will.i.am ~ Madagascar: Escape 2 Africa - Music From The Motion Picture",11
"2019","Borgeous ~ Make Me Yours",11
"2019","Sven Stierna ~ Nocturne",11
"2019","Regina Mira ~ October",11
"2019","Matoma ~ One in a Million",11
"2019","Bakula ~ Portamento",11
"2019","Panic! At The Disco ~ Pray for the Wicked",11
"2019","Vala Capon ~ Quando sorridi",11
"2019","MVS ~ Quiet Dreams",11
"2019","Evelyn Stein ~ Quiet resource",11
"2019","Aquasonic ~ Rapture",11
"2019","Chama Wijnen ~ Reaching",11
"2019","kvi?ahopur ~ Reminisce in D",11
"2019","Ski Mask The Slump God ~ STOKELEY",11
"2019","Richard Ramsey ~ Slumber",11
"2019","Angus & Julia Stone ~ Snow",11
"2019","Zonoma ~ Somebody Else",11
"2019","Wilmer Norman ~ Soon",11
"2019","Joseph Gatscyjk ~ Soul Pretender",11
"2019","Dilaz ~ Space Echoes",11
"2019","Silje Mansson ~ Sparkle",11
"2019","Post Malone ~ Spider-Man: Into the Spider-Verse",11
"2019","Emma Sameth ~ Spin With You (feat. Jeremy Zucker)",11
"2019","Leona Lewis ~ Spirit",11
"2019","George Taylor ~ Stay Warm",11
"2019","MAX ~ Still New York (feat. Joey Bada$$)",11
"2019","Ave Air ~ Suburban Call For Concrete Dreams",11
"2019","Furco ~ Supermodel Girl",11
"2019","Jozef Gatysik ~ Sway",11
"2019","One Direction ~ Take Me Home: Yearbook Edition",11
"2019","Lil Wayne ~ Tha Carter V",11
"2019","Mehdi Teyt & Rehla X ~ The Enlightened",11
"2019","R. Kelly ~ The Essential R. Kelly",11
"2019","Toledo Rains ~ The Flow",11
"2019","Tones And I ~ The Kids Are Coming",11
"2019","Otto A. Totland ~ The Lost",11
"2019","Bela Nemeth ~ This Moment",11
"2019","Josef Passagio ~ Unrequited",11
"2019","Etheral Gust ~ Unspoken Words",11
"2019","Drake ~ Views",11
"2019","Coldplay ~ Viva La Vida or Death and All His Friends",11
"2019","Petit Biscuit ~ We Were Young",11
"2019","La Reve ~ Wings of Glass",11
"2019","mxmtoon ~ plum blossom",11
"2020","Calvin Harris ~ 18 Months",11
"2020","Dean Lewis ~ A Place We Knew",11
"2020","CNCO ~ CNCO",11
"2020","Lunaire ~ Close",11
"2020","Juice WRLD ~ Death Race For Love",11
"2020","Glass Animals ~ Dreamland",11
"2020","Papu DJ ~ Edicion Especial Fiestas",11
"2020","Alina Baraz ~ Electric",11
"2020","Imagine Dragons ~ Evolve",11
"2020","FKJ ~ French Kiwi Juice",11
"2020","Daniel Caesar ~ Freudian",11
"2020","Lou & J2x ~ Gentleman",11
"2020","Kygo ~ Golden Hour",11
"2020","benny blanco ~ Graduation (with Juice WRLD)",11
"2020","Martin Garrix ~ High On Life (feat. Bonn)",11
"2020","Minik Knudsen ~ Hold meg",11
"2020","Mauve ~ I Miss You",11
"2020","Capital Cities ~ In A Tidal Wave Of Mystery",11
"2020","Hushed ~ In Dreams",11
"2020","Lafflet ~ In Here",11
"2020","Sam Smith ~ In The Lonely Hour",11
"2020","Gavin Luke ~ Influences",11
"2020","Lori Dulac ~ Iridescent",11
"2020","Conan Gray ~ Kid Krow",11
"2020","Louis The Child ~ Kids At Play- EP",11
"2020","ayokay ~ Kings of Summer",11
"2020","FKJ ~ Leave My Home",11
"2020","DJ Kbz ~ Lo Intentamos",11
"2020","Louis The Child ~ Love Is Alive",11
"2020","Khalid ~ Love Lies (with Normani)",11
"2020","Justin Timberlake ~ Mirrors",11
"2020","Ebb & Flod ~ Moonrise",11
"2020","KRISTAL ~ Mortal",11
"2020","John Mayer ~ New Light",11
"2020","Mauve ~ Nightsky",11
"2020","Monorie ~ One More Star",11
"2020","Poppy Robson ~ Petrichor",11
"2020","Sky Fall SF ~ Rain",11
"2020","Scintillante ~ Sdraiata accanto a me",11
"2020","Julius Aston ~ Sea Of Tranquility",11
"2020","Intentional Vibes ~ Silence of the Minds",11
"2020","Lou D'Audrey ~ Sleep & Relaxation Music",11
"2020","Quinn XCII ~ Stacy",11
"2020","Rihanna ~ Talk That Talk",11
"2020","Mauve ~ Tell the Truth",11
"2020","Maria Isabel ~ The 1",11
"2020","Alina Baraz ~ The Color Of You",11
"2020","Blue Ivy ~ The Lion King: The Gift",11
"2020","P!nk ~ The Truth About Love",11
"2020","The Beautiful Star ~ This Moment",11
"2020","Bruno Mars ~ Unorthodox Jukebox",11
"2020","Josef Passagio ~ Unrequited",11
"2020","X Ambassadors ~ VHS",11
"2020","Wisin ~ Victory",11
"2020","Gryffin ~ Winnebago (feat. Quinn XCII & Daniel Wilson)",11
"2020","Samira Tesfay ~ Yearning",11
"2020","Ski Mask The Slump God ~ You Will Regret",11
"2020","Bazzi ~ Young & Alive",11
"2020","blackbear ~ dead",11
"2020","Surf Mesa ~ ily (i love you baby) (feat. Emilee)",11
"2020","Jeremy Zucker ~ you were good to me",11
"2021","Rihanna ~ ANTI",11
"2021","Travis Scott ~ ASTROWORLD",11
"2021","Phillip LaRue ~ An Analog Digital Heart",11
"2021","Mauve ~ Another You",11
"2021","ILLENIUM ~ Awake",11
"2021","Rex Orange County ~ Best Friend",11
"2021","Huma ~ Candieira",11
"2021","ayokay ~ Cassette",11
"2021","Reuben Hensley ~ Closure",11
"2021","Daddy Yankee ~ Con Calma",11
"2021","Artemio Li Fonti ~ Desiderio",11
"2021","Dijon ~ Drunk",11
"2021","tobi lou ~ Endorphins",11
"2021","Alvaro Soler ~ Eterno Agosto",11
"2021","Ethan Beckett ~ Ever Since You",11
"2021","The Kid LAROI ~ F*CK LOVE (SAVAGE)",11
"2021","Tom The Mail Man ~ Forever",11
"2021","Rihanna ~ FourFiveSeconds",11
"2021","Major Lazer ~ Free The Universe",11
"2021","Akon ~ Freedom",11
"2021","Diljit Dosanjh ~ G.O.A.T.",11
"2021","Jon Bellion ~ Glory Sound Prep",11
"2021","88rising ~ Head In The Clouds II",11
"2021","Unwritten Skies ~ Hopeful",11
"2021","Sid Sriram ~ Hushaaru",11
"2021","Lauv ~ I met you when I was 18.",11
"2021","Joji ~ In Tongues",11
"2021","Camilo ~ KESI",11
"2021","Lupe Fiasco ~ Lasers",11
"2021","Kanye West ~ Late Registration",11
"2021","Kanye West ~ My Beautiful Dark Twisted Fantasy",11
"2021","Alec Benjamin ~ Narrated For You",11
"2021","Zims Ele ~ Purity",11
"2021","Spacetactular ~ Reappearance",11
"2021","Lorelle Paredes ~ Rituals",11
"2021","Huma ~ Sisargas",11
"2021","Kygo ~ Stargazing",11
"2021","Post Malone ~ Stoney",11
"2021","Rebecka Aether ~ Stories",11
"2021","Charmaine D'Avis ~ Suivez-moi",11
"2021","Chiiild ~ Synthetic Soul",11
"2021","Justin Timberlake ~ The 20/20 Experience",11
"2021","Ali Gatie ~ The Idea Of Her",11
"2021","Emotional Oranges ~ The Juice: Vol. II",11
"2021","Emotional Pleasure ~ The Quarter is Served",11
"2021","Russ ~ There's Really A Wolf",11
"2021","Da?i Freyr ~ Think About Things",11
"2021","Akon ~ Trouble",11
"2021","Alina Baraz ~ Urban Flora",11
"2021","FRENSHIP ~ Vacation",11
"2021","Judi Khan ~ Veceras",11
"2021","Drake ~ Views",11
"2021","Slow Magic ~ Waited 4 U",11
"2021","OneRepublic ~ Waking Up",11
"2021","AJR ~ Way Less Sad",11
"2021","Kaskade ~ With You",11
"2021","keshi ~ bandaids",11
"2021","Smino ~ blkswn",11
"2021","Sarcastic Sounds ~ say goodbye",11
"2022","Sid Sriram ~ Ala Vaikunthapurramuloo",11
"2022","Alina Baraz ~ Alone With You",11
"2022","Pink Sweat$ ~ At My Worst (feat. Kehlani)",11
"2022","Sleeping At Last ~ Atom 7",11
"2022","Louis The Child ~ Blow The Roof (with Kasbo & EVAN GIIA)",11
"2022","DESTIN CONRAD ~ COLORWAY",11
"2022","Modl ~ Clementine",11
"2022","Kenyon Dixon ~ Closer",11
"2022","beabadoobee ~ Coffee",11
"2022","Weston Estate ~ Cotton Candy",11
"2022","Dharan Kumar ~ Edho Solla",11
"2022","Kygo ~ Fragile",11
"2022","Blake Rose ~ Gone",11
"2022","Klangkarussell ~ Hey Maria",11
"2022","Oh Wonder ~ Home Tapes",11
"2022","Nao ~ If You Ever (feat. 6LACK)",11
"2022","Kodaline ~ In A Perfect World",11
"2022","Arijit Singh ~ Kedarnath",11
"2022","Whethan ~ Life of a Wallflower, Vol. 1",11
"2022","Sid Sriram ~ Long Long Time",11
"2022","Chris Burton ~ Love Letters",11
"2022","Pink Sweat$ ~ Midnight River (feat. 6LACK)",11
"2022","Jeremy Zucker ~ Motions",11
"2022","GROUPLOVE ~ Never Trust a Happy Song",11
"2022","Martin Garrix ~ Ocean (feat. Khalid)",11
"2022","Piano Tribute Players ~ Piano Tribute to The Lion King",11
"2022","Joji ~ SLOW DANCING IN THE DARK",11
"2022","Duckwrth ~ SuperGood",11
"2022","yaeow ~ Take Me Higher",11
"2022","Miley Cyrus ~ The Time Of Our Lives",11
"2022","Faime ~ Thoughts",11
"2022","Kina ~ U Not There",11
"2022","Ludovico Einaudi ~ Underwater",11
"2022","George Ezra ~ Wanted on Voyage",11
"2022","ODESZA ~ Wide Awake (feat. Charlie Houston)",11
"2022","lovelytheband ~ broken",11
"2022","almost monday ~ this is growing up",11
"2017","Luis Fonsi ~ Despacito (Featuring Daddy Yankee)",10
"2017","The Weeknd ~ Kiss Land",10
"2017","J Balvin ~ La Familia",10
"2017","Maluma ~ PB.DB. The Mixtape",10
"2018","Bebe Rexha ~ All Your Fault: Pt. 2",10
"2018","BANNERS ~ BANNERS",10
"2018","Dimitri Vegas & Like Mike ~ Complicated (feat. Kiiara)",10
"2018","Conor Maynard ~ Covers",10
"2018","Emelie Norstadt ~ Fields of Joy",10
"2018","The Piano Guys ~ Flicker",10
"2018","Lindsey Stirling ~ Hallelujah",10
"2018","Zedd ~ Happy Now",10
"2018","Machine Gun Kelly ~ Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",10
"2018","ayokay ~ In the Shape of a Dream",10
"2018","shy martin ~ Lose You Too",10
"2018","Julia Michaels ~ Nervous System",10
"2018","Sasha Alex Sloan ~ Normal",10
"2018","Maluma ~ Pretty Boy, Dirty Boy",10
"2018","Stromae ~ Racine Carree",10
"2018","Lauv ~ Superhero",10
"2018","Keala Settle ~ The Greatest Showman (Original Motion Picture Soundtrack)",10
"2018","Kanye West ~ The Life Of Pablo",10
"2018","Quinn XCII ~ The Story of Us",10
"2019","Sofia Reyes ~ 1, 2, 3 (feat. Jason Derulo & De La Ghetto)",10
"2019","The 1975 ~ A Brief Inquiry Into Online Relationships",10
"2019","Eklipse ~ A Night In Strings",10
"2019","Travis Scott ~ ASTROWORLD",10
"2019","Evan Michael Brown ~ Above The Clouds",10
"2019","Gavin Luke ~ Breath of Life",10
"2019","Voyager ~ Bridge",10
"2019","Major Lazer ~ Can't Take It From Me",10
"2019","GAMPER & DADONI ~ Close to You",10
"2019","KIDDO ~ Coming Down",10
"2019","Years & Years ~ Communion",10
"2019","Souly Had ~ Crush",10
"2019","Valerie Broussard ~ Deeper",10
"2019","Calum Scott ~ Dirty Dancing",10
"2019","Omotesando ~ Diverse Path",10
"2019","Khalid ~ Don't Pretend",10
"2019","Kendji Girac ~ Ensemble",10
"2019","Holmsey ~ Escape",10
"2019","Bob Marley & The Wailers ~ Exodus",10
"2019","Nova Meme ~ Eyes closed",10
"2019","Aaron Lansing ~ Faded Dreams",10
"2019","Trond Asker ~ Falling Forward",10
"2019","Justin Hurwitz ~ First Man (Original Motion Picture Soundtrack)",10
"2019","Venom Faun ~ Focus",10
"2019","Rick Hagen ~ Forever Vanished",10
"2019","Strange Imagining ~ From Dusk til Dark",10
"2019","Pitbull ~ Globalization",10
"2019","MKTO ~ How Can I Forget",10
"2019","Shawn Mendes ~ If I Can't Have You",10
"2019","Ocean Park Standoff ~ If You Were Mine",10
"2019","Hook N Sling ~ If You're Hearing This",10
"2019","Nicholas Sipka ~ In My Quiet Hour",10
"2019","Purple Tower ~ In The Fields",10
"2019","Nidza Bleja ~ Instrumental (vol. 32)",10
"2019","Nidza Bleja ~ Instrumental (vol. 33)",10
"2019","Steve Mokwebe ~ It Ends with Us",10
"2019","Dan Romer ~ Jim: The James Foley Story (Original Motion Picture Soundtrack)",10
"2019","Mike Bahia ~ La La",10
"2019","Bebe Rexha ~ Last Hurrah",10
"2019","Barnes Blvd. ~ Last Summer",10
"2019","Ben Lukas Boysen ~ Late Night Tales: Jon Hopkins",10
"2019","FINNEAS ~ Let's Fall In Love For The Night",10
"2019","5 Seconds of Summer ~ Lie To Me (feat. Julia Michaels)",10
"2019","Alexander Molina ~ Linger",10
"2019","Joaquin Mans ~ Longing",10
"2019","Ebb & Flod ~ Luna",10
"2019","Keira Conlon ~ Lyrebird",10
"2019","mansionz ~ Mansionz",10
"2019","Mariah Carey ~ Me. I Am Mariah.The Elusive Chanteuse",10
"2019","LANTA ~ More Alive",10
"2019","AJR ~ Neotheater",10
"2019","Trevor Kowalski ~ New Ambitions",10
"2019","Tejal Yann ~ Newborn Soul",10
