"SchoolPeriod","Artist","Plays"
"11th-12th Summer","BANNERS",23
"11th-12th Summer","Kygo",23
"12th Grade","Alvaro Soler",23
"12th Grade","Ave Air",23
"12th Grade","Claes Nilsson",23
"12th Grade","Dream Runner",23
"12th Grade","Drum Chief",23
"12th Grade","Julia Michaels",23
"12th Grade","Lorenzo De Lima",23
"12th Grade","Novo Talos",23
"12th Grade","Strange Imagining",23
"12th Grade","VAX",23
"12th-Freshman Summer","A.CHAL",23
"12th-Freshman Summer","Deep Inside",23
"12th-Freshman Summer","NIKI",23
"Freshman Year","Bryson Tiller",23
"Freshman Year","Callisto Mazzi",23
"Freshman Year","Harry Styles",23
"Freshman Year","James Arthur",23
"Freshman Year","Majestic Sleep",23
"Freshman Year","Sia",23
"Freshman Year","cloudcrush",23
"Freshman-Sophomore Summer","OneRepublic",23
"Freshman-Sophomore Summer","Sasha Alex Sloan",23
"Sophomore Year","Calum Scott",23
"Sophomore Year","Finding Hope",23
"Sophomore Year","Sia",23
"Sophomore Year","Snoh Aalegra",23
"Sophomore Year","The 1975",23
"Sophomore-Junior Summer","Pitbull",23
"Sophomore-Junior Summer","The Cinematic Orchestra",23
"10th Grade","Carlie Hanson",22
"10th Grade","Daniel Jang",22
"10th Grade","Robyn Sherwell",22
"10th Grade","XXXTENTACION",22
"10th-11th Summer","Cheat Codes",22
"11th Grade","Aqualung",22
"11th Grade","Chelsea Cutler",22
"11th Grade","Grace VanderWaal",22
"11th Grade","KamiKwazi",22
"11th Grade","Lennon Stella",22
"11th Grade","Maroon 5",22
"11th Grade","Peter Sandberg",22
"11th Grade","SAFE",22
"11th-12th Summer","Herdis Stefansdottir",22
"11th-12th Summer","ODESZA",22
"12th Grade","Calum Scott",22
"12th Grade","Dan + Shay",22
"12th Grade","Johann Eder",22
"12th Grade","Jozef Gatysik",22
"12th Grade","Kollegah",22
"12th Grade","Lil Wayne",22
"12th Grade","Rannar Sillard",22
"12th Grade","xerLK",22
"12th-Freshman Summer","6LACK",22
"12th-Freshman Summer","Andrew McMahon in the Wilderness",22
"12th-Freshman Summer","Ave Air",22
"12th-Freshman Summer","FKJ",22
"12th-Freshman Summer","Joseph McGrahl",22
"12th-Freshman Summer","Judithe Abelsen",22
"12th-Freshman Summer","Justin Bieber",22
"12th-Freshman Summer","K-391",22
"12th-Freshman Summer","Koby Laver",22
"12th-Freshman Summer","Lostboycrow",22
"12th-Freshman Summer","Majestic Sleep",22
"12th-Freshman Summer","Petit Biscuit",22
"12th-Freshman Summer","Rand Aldo",22
"12th-Freshman Summer","Rex Orange County",22
"12th-Freshman Summer","Spheres",22
"12th-Freshman Summer","Zedd",22
"Freshman Year","Alaina Castillo",22
"Freshman Year","Arlette Leduc",22
"Freshman Year","Felix Hertzog",22
"Freshman Year","Idzi Kowalczyk",22
"Freshman Year","Lugar",22
"Freshman Year","MAX",22
"Freshman Year","Major Lazer",22
"Freshman Year","Minik Knudsen",22
"Freshman Year","Paradise Sunset",22
"Freshman-Sophomore Summer","Justin Bieber",22
"Freshman-Sophomore Summer","Michl",22
"Freshman-Sophomore Summer","SAINt JHN",22
"Freshman-Sophomore Summer","Sam Smith",22
"Sophomore Year","Alpha Brain Waves",22
"Sophomore Year","Andy Grammer",22
"Sophomore Year","Flume",22
"Sophomore Year","Russ",22
"Sophomore Year","The Paper Kites",22
"Sophomore Year","ayokay",22
"Sophomore-Junior Summer","Jack Jezzro",22
"Sophomore-Junior Summer","Kina",22
"Sophomore-Junior Summer","Lolo Zouai",22
"10th Grade","Alvaro",21
"10th-11th Summer","Alan Walker",21
"11th Grade","Ben Kyle",21
"11th Grade","HAEVN",21
"11th Grade","Herdis Stefansdottir",21
"11th Grade","J Balvin",21
"11th Grade","Kodaline",21
"11th Grade","Sam Feldt",21
"11th Grade","Years & Years",21
"11th Grade","Zedd",21
"11th-12th Summer","Russ",21
"12th Grade","Arlette Leduc",21
"12th Grade","Galantis",21
"12th Grade","Gavin Haley",21
"12th Grade","Gradur",21
"12th Grade","Harold Budd",21
"12th Grade","Louis The Child",21
"12th Grade","Maes",21
"12th Grade","Maluma",21
"12th Grade","Mau y Ricky",21
"12th Grade","Noah Cyrus",21
"12th Grade","Spheres",21
"12th-Freshman Summer","Charmaine D'Avis",21
"12th-Freshman Summer","Don Toliver",21
"12th-Freshman Summer","Lori Dulac",21
"12th-Freshman Summer","MOWE",21
"Freshman Year","Joseph Alphane",21
"Freshman Year","Juice WRLD",21
"Freshman Year","Louis The Child",21
"Freshman Year","Octave Riviere",21
"Freshman Year","R3HAB",21
"Freshman Year","Tom Misch",21
"Freshman Year","XXXTENTACION",21
"Freshman-Sophomore Summer","Ashe",21
"Freshman-Sophomore Summer","San Holo",21
"Freshman-Sophomore Summer","Snoh Aalegra",21
"Freshman-Sophomore Summer","The Cinematic Orchestra",21
"Freshman-Sophomore Summer","blackbear",21
"Sophomore Year","Drake",21
"Sophomore Year","Imagine Dragons",21
"Sophomore Year","SAINt JHN",21
"Sophomore-Junior Summer","Alok",21
"Sophomore-Junior Summer","Bazzi",21
"Sophomore-Junior Summer","Lauv",21
"Sophomore-Junior Summer","ODIE",21
"10th Grade","Charlie Puth",20
"10th Grade","Jason Mraz",20
"10th Grade","R. Kelly",20
"10th-11th Summer","Kanye West",20
"11th Grade","Lost Kings",20
"11th Grade","Lulleaux",20
"11th Grade","TAL",20
"11th-12th Summer","88rising",20
"11th-12th Summer","Andy Grammer",20
"11th-12th Summer","Blue Ivy",20
"11th-12th Summer","Fancy Cars",20
"11th-12th Summer","Jason Mraz",20
"11th-12th Summer","Pedro Capo",20
"12th Grade","Alan Ellis",20
"12th Grade","Biqram",20
"12th Grade","Broken Back",20
"12th Grade","Cheat Codes",20
"12th Grade","David Guetta",20
"12th Grade","Edwin Austin",20
"12th Grade","John Ocean",20
"12th Grade","Lost Kings",20
"12th Grade","Mariah Carey",20
"12th Grade","Tyler and Mark",20
"12th Grade","Yonder Dale",20
"12th-Freshman Summer","Ajay Stephens",20
"12th-Freshman Summer","Conkarah",20
"12th-Freshman Summer","JP Cooper",20
"12th-Freshman Summer","Jason Mraz",20
"12th-Freshman Summer","Joji",20
"12th-Freshman Summer","Sia",20
"Freshman Year","Anson Seabra",20
"Freshman Year","Ariana Grande",20
"Freshman Year","Charmaine D'Avis",20
"Freshman Year","Kodaline",20
"Freshman Year","Pauline Huijbers",20
"Freshman Year","Phillipp Vogler",20
"Freshman Year","Rook1e",20
"Freshman Year","Ruel",20
"Freshman Year","The Deli",20
"Freshman Year","Trippie Redd",20
"Freshman Year","Zedd",20
"Freshman-Sophomore Summer","A R I Z O N A",20
"Freshman-Sophomore Summer","Big Sean",20
"Freshman-Sophomore Summer","Emotional Oranges",20
"Freshman-Sophomore Summer","Lil Wayne",20
"Freshman-Sophomore Summer","Nicky Jam",20
"Freshman-Sophomore Summer","Russ",20
"Freshman-Sophomore Summer","Yoke Lore",20
"Sophomore Year","Alec Benjamin",20
"Sophomore Year","Bryce Vine",20
"Sophomore Year","Hillsong Instrumentals",20
"Sophomore Year","Martin Garrix",20
"Sophomore Year","Tate McRae",20
"Sophomore-Junior Summer","Childish Gambino",20
"10th Grade","Avicii",19
"10th Grade","Brooklyn Duo",19
"10th Grade","Enrique Iglesias",19
"10th Grade","Kanye West",19
"10th Grade","Ruth B.",19
"10th-11th Summer","Elephante",19
"10th-11th Summer","James Arthur",19
"11th Grade","Bebe Rexha",19
"11th Grade","Canyon City",19
"11th Grade","Chainwave",19
"11th Grade","Cheat Codes",19
"11th Grade","Justin Bieber",19
"11th Grade","Lartiste",19
"11th Grade","Lostboycrow",19
"11th Grade","Shallou",19
"11th Grade","Zara Larsson",19
"11th-12th Summer","Grady",19
"11th-12th Summer","Prince Royce",19
"12th Grade","Artura Ponce Valles",19
"12th Grade","Bishop Briggs",19
"12th Grade","Dennis Kruissen",19
"12th Grade","Evelyn Stein",19
"12th Grade","J-AX",19
"12th Grade","Kina",19
"12th Grade","Megan Thee Stallion",19
"12th Grade","Mr Killjoy",19
"12th Grade","SHAED",19
"12th Grade","St. Viper",19
"12th-Freshman Summer","Chaima Bergevoet",19
"12th-Freshman Summer","Claes Nilsson",19
"12th-Freshman Summer","David Guetta",19
"12th-Freshman Summer","Gavin Luke",19
"12th-Freshman Summer","KIDS SEE GHOSTS",19
"12th-Freshman Summer","MKTO",19
"12th-Freshman Summer","Pop Smoke",19
"12th-Freshman Summer","RINI",19
"12th-Freshman Summer","Ronald Sims",19
"12th-Freshman Summer","SRTW",19
"12th-Freshman Summer","Summer Salt",19
"12th-Freshman Summer","Tate McRae",19
"Freshman Year","21 Savage",19
"Freshman Year","Chaima Bergevoet",19
"Freshman Year","Imagine Dragons",19
"Freshman Year","Leon White",19
"Freshman Year","Luis Fonsi",19
"Freshman Year","Matilda Charpie",19
"Freshman Year","Mau y Ricky",19
"Freshman Year","Mind Explorer",19
"Freshman Year","Takagi & Ketra",19
"Freshman Year","dhruv",19
"Freshman-Sophomore Summer","Blxst",19
"Freshman-Sophomore Summer","Chris Brown",19
"Freshman-Sophomore Summer","Lucky Daye",19
"Freshman-Sophomore Summer","Maluma",19
"Freshman-Sophomore Summer","Mr. Probz",19
"Freshman-Sophomore Summer","Sid Sriram",19
"Freshman-Sophomore Summer","ZAYN",19
"Sophomore Year","Bastille",19
"Sophomore Year","CNCO",19
"Sophomore Year","Jason Mraz",19
"Sophomore Year","Maluma",19
"Sophomore Year","Rochak Kohli",19
"Sophomore Year","Suriel Hess",19
"Sophomore-Junior Summer","Alina Baraz",19
"Sophomore-Junior Summer","Aries",19
"Sophomore-Junior Summer","Gryffin",19
"Sophomore-Junior Summer","Sam Smith",19
"Sophomore-Junior Summer","Yiruma",19
"10th Grade","Alan Walker",18
"10th Grade","ODESZA",18
"10th-11th Summer","Bazzi",18
"11th Grade","Alessia Cara",18
"11th Grade","Dua Lipa",18
"11th Grade","Emelie Norstadt",18
"11th Grade","GASHI",18
"11th Grade","Katy Perry",18
"11th Grade","Mike Posner",18
"11th Grade","Omega",18
"11th-12th Summer","Maluma",18
"11th-12th Summer","Mau y Ricky",18
"12th Grade","Arizona Zervas",18
"12th Grade","BoTalks",18
"12th Grade","Borgeous",18
"12th Grade","Grady",18
"12th Grade","Jose Anos",18
"12th Grade","LEON",18
"12th Grade","Lolobe",18
"12th Grade","Ludovico Einaudi",18
"12th Grade","Luis Fonsi",18
"12th Grade","Major Lazer",18
"12th Grade","Nina Linea",18
"12th Grade","ODESZA",18
"12th Grade","Pentatonix",18
"12th Grade","Sasha Alex Sloan",18
"12th Grade","Sia",18
"12th Grade","Soprano",18
"12th Grade","Timal",18
"12th-Freshman Summer","Alec Benjamin",18
"12th-Freshman Summer","Daddy Yankee",18
"12th-Freshman Summer","Flume",18
"12th-Freshman Summer","Max Richter",18
"12th-Freshman Summer","Nico Segal",18
"12th-Freshman Summer","Noname",18
"12th-Freshman Summer","Pitbull",18
"12th-Freshman Summer","Roxy Tones",18
"12th-Freshman Summer","Sheppard",18
"12th-Freshman Summer","Thomas Newman",18
"8th-9th Summer","The Piano Guys",18
"9th-10th Summer","Bryson Tiller",18
"Freshman Year","DVBBS",18
"Freshman Year","Elijah Who",18
"Freshman Year","GRACEY",18
"Freshman Year","JP Cooper",18
"Freshman Year","Jeff Bernat",18
"Freshman Year","Koby Laver",18
"Freshman Year","Marshmello",18
"Freshman Year","Mindezer",18
"Freshman Year","ROLE MODEL",18
"Freshman Year","Sanja Goransson",18
"Freshman Year","Sleeping At Last",18
"Freshman Year","The Chainsmokers",18
"Freshman Year","potsu",18
"Freshman-Sophomore Summer","Coldplay",18
"Freshman-Sophomore Summer","Kaskade",18
"Freshman-Sophomore Summer","Lewis Capaldi",18
"Freshman-Sophomore Summer","Tate McRae",18
"Freshman-Sophomore Summer","keshi",18
"Sophomore Year","John Legend",18
"Sophomore Year","Juice WRLD",18
"Sophomore Year","Matisyahu",18
"Sophomore Year","Nazareno Aversa",18
"Sophomore Year","Noah Cyrus",18
"Sophomore Year","Of Monsters and Men",18
"Sophomore Year","Sky McCreery",18
"Sophomore-Junior Summer","Alan Walker",18
"Sophomore-Junior Summer","Kamal.",18
"Sophomore-Junior Summer","Piano Dreamers",18
"10th Grade","Bobby McFerrin",17
"10th Grade","Rudimental",17
"10th Grade","Sam Feldt",17
"10th-11th Summer","Marshmello",17
"11th Grade","Ali Gatie",17
"11th Grade","Dappy",17
"11th Grade","Gavin Luke",17
"11th Grade","GoldFish",17
"11th Grade","Jesper Jenset",17
"11th Grade","Jonas Brothers",17
"11th Grade","Joshua Hyslop",17
"11th Grade","Labrinth",17
"11th Grade","Phillip Phillips",17
"11th-12th Summer","Dreamville",17
"12th Grade","Alonzo",17
"12th Grade","Camila Cabello",17
"12th Grade","Elephante",17
"12th Grade","Evan Rachel Wood",17
"12th Grade","Finding Hope",17
"12th Grade","Harry Hudson",17
"12th Grade","Hollow Coves",17
"12th Grade","Mike Donelli",17
"12th Grade","PLVTINUM",17
"12th Grade","Robinson",17
"12th-Freshman Summer","Black Eyed Peas",17
"12th-Freshman Summer","Blewbird",17
"12th-Freshman Summer","Major Lazer",17
"12th-Freshman Summer","Otto A. Totland",17
"12th-Freshman Summer","Sasha Alex Sloan",17
"12th-Freshman Summer","Snoop Dogg",17
"12th-Freshman Summer","The Only Star In The Sky",17
"12th-Freshman Summer","Vishal-Shekhar",17
"Freshman Year","A L E X",17
"Freshman Year","Agnes Obel",17
"Freshman Year","Artura Ponce Valles",17
"Freshman Year","Calvin Harris",17
"Freshman Year","Christian French",17
"Freshman Year","Duncan Laurence",17
"Freshman Year","Elise Magnefold",17
"Freshman Year","Emotional Pleasure",17
"Freshman Year","Faime",17
"Freshman Year","Galantis",17
"Freshman Year","Into A Dream",17
"Freshman Year","JAY-Z",17
"Freshman Year","John Mayer",17
"Freshman Year","LEON",17
"Freshman Year","Lou D'Audrey",17
"Freshman Year","Pim Miles",17
"Freshman Year","Sean Kingston",17
"Freshman Year","Social House",17
"Freshman Year","Sven Stierna",17
"Freshman Year","Tiesto",17
"Freshman Year","Train",17
"Freshman Year","quickly, quickly",17
"Freshman Year","yaeow",17
"Freshman-Sophomore Summer","Alexander 23",17
"Freshman-Sophomore Summer","Bruno Mars",17
"Freshman-Sophomore Summer","Klangkarussell",17
"Freshman-Sophomore Summer","Lolo Zouai",17
"Freshman-Sophomore Summer","MAX",17
"Freshman-Sophomore Summer","NURKO",17
"Freshman-Sophomore Summer","The Kid LAROI",17
"Sophomore Year","Cat Burns",17
"Sophomore Year","Cheat Codes",17
"Sophomore Year","Declan McKenna",17
"Sophomore Year","Don Toliver",17
"Sophomore Year","Major Lazer",17
"Sophomore Year","Mokita",17
"Sophomore Year","Mr. Probz",17
"Sophomore Year","R3HAB",17
"Sophomore Year","Ski Mask The Slump God",17
"Sophomore Year","The Head And The Heart",17
"Sophomore Year","Tiesto",17
"Sophomore Year","dhruv",17
"Sophomore Year","shy martin",17
"Sophomore-Junior Summer","Hillsong Instrumentals",17
"Sophomore-Junior Summer","Tom Ameen",17
"10th Grade","2CELLOS",16
"10th-11th Summer","Daniel Schulz",16
"11th Grade","Beyonce",16
"11th Grade","Bobby McFerrin",16
"11th Grade","DJ Khaled",16
"11th Grade","Dominic Fike",16
"11th Grade","Ethan DeRose",16
"11th Grade","Farruko",16
"11th Grade","Hailee Steinfeld",16
"11th Grade","Maggie Lindemann",16
"11th Grade","Seeb",16
"11th Grade","gnash",16
"11th-12th Summer","Alec Benjamin",16
"11th-12th Summer","gnash",16
"12th Grade","Beyonce",16
"12th Grade","Chino Mambo",16
"12th Grade","Cuco",16
"12th Grade","Doja Cat",16
"12th Grade","Godinez",16
"12th Grade","KYLE",16
"12th Grade","Masala Roo",16
"12th Grade","Momento",16
"12th Grade","Morongo",16
"12th Grade","Shadow",16
"12th Grade","fun.",16
"12th-Freshman Summer","EON NOIRE",16
"12th-Freshman Summer","Elvar Arngrimsson",16
"12th-Freshman Summer","FINNEAS",16
"12th-Freshman Summer","Gnarls Barkley",16
"12th-Freshman Summer","Hushed",16
"12th-Freshman Summer","Luis Fonsi",16
"12th-Freshman Summer","Masego",16
"12th-Freshman Summer","Milky Chance",16
"12th-Freshman Summer","ODESZA",16
"12th-Freshman Summer","Oliver Evilo",16
"12th-Freshman Summer","ROLE MODEL",16
"12th-Freshman Summer","Ruel",16
"12th-Freshman Summer","Sanja Goransson",16
"12th-Freshman Summer","Sean Kingston",16
"12th-Freshman Summer","Stevie B",16
"12th-Freshman Summer","ayokay",16
"12th-Freshman Summer","benny blanco",16
"9th Grade","Luis Fonsi",16
"Freshman Year","Alma Grotte",16
"Freshman Year","Daddy Yankee",16
"Freshman Year","Dominic Fike",16
"Freshman Year","J. Cole",16
"Freshman Year","JOMALU",16
"Freshman Year","Maite Perroni",16
"Freshman Year","Post Malone",16
"Freshman Year","Solidao",16
"Freshman Year","The Neighbourhood",16
"Freshman Year","Yiruma",16
"Freshman-Sophomore Summer","88rising",16
"Freshman-Sophomore Summer","H.E.R.",16
"Freshman-Sophomore Summer","James Arthur",16
"Freshman-Sophomore Summer","Major Lazer",16
"Freshman-Sophomore Summer","Marshmello",16
"Freshman-Sophomore Summer","RINI",16
"Freshman-Sophomore Summer","Sleeping At Last",16
"Freshman-Sophomore Summer","almost monday",16
"Sophomore Year","Alaina Castillo",16
"Sophomore Year","BROCKHAMPTON",16
"Sophomore Year","Bruno Mars",16
"Sophomore Year","Christian French",16
"Sophomore Year","Clinton Kane",16
"Sophomore Year","Huma",16
"Sophomore Year","J Balvin",16
"Sophomore Year","Jonas Blue",16
"Sophomore Year","Kim Bo",16
"Sophomore Year","Kodaline",16
"Sophomore Year","Lord Huron",16
"Sophomore Year","Train",16
"Sophomore Year","Whethan",16
"Sophomore-Junior Summer","Attom",16
"Sophomore-Junior Summer","Fabrizio Paterlini",16
"Sophomore-Junior Summer","Harry Hudson",16
"Sophomore-Junior Summer","Midnite String Quartet",16
"Sophomore-Junior Summer","SAINt JHN",16
"Sophomore-Junior Summer","Tep No",16
"10th Grade","Mike Perry",15
"10th-11th Summer","Rudimental",15
"10th-11th Summer","The Weeknd",15
"11th Grade","Angus & Julia Stone",15
"11th Grade","Bob Marley & The Wailers",15
"11th Grade","Corey Hommel",15
"11th Grade","Fenne Lily",15
"11th Grade","Harry Hudson",15
"11th Grade","Imagine Dragons",15
"11th Grade","Jax Jones",15
"11th Grade","Joel Adams",15
"11th Grade","Jon Schmidt",15
"11th Grade","Lil Baby",15
"11th Grade","Lindsey Stirling",15
"11th Grade","MORTEN",15
"11th Grade","Miguel",15
"11th Grade","The Mayries",15
"11th-12th Summer","Beyonce",15
"12th Grade","A Boogie Wit da Hoodie",15
"12th Grade","American Authors",15
"12th Grade","Chama Wijnen",15
"12th Grade","Charlotte Funke",15
"12th Grade","Coldplay",15
"12th Grade","Danny Ocean",15
"12th Grade","Enrique Iglesias",15
"12th Grade","Hoodie Allen",15
"12th Grade","Ivy Rue",15
"12th Grade","John Legend",15
"12th Grade","Leerseite",15
"12th Grade","Levi Stills",15
"12th Grade","Lostboycrow",15
"12th Grade","Moha La Squale",15
"12th Grade","Naza",15
"12th Grade","Pink Sweat$",15
"12th Grade","Robin Schulz",15
"12th Grade","Samira Tesfay",15
"12th Grade","Silje Mansson",15
"12th Grade","Superorganism",15
"12th Grade","The Avener",15
"12th Grade","Tom Odell",15
"12th Grade","Tranquil Cove",15
"12th Grade","Zonoma",15
"12th Grade","gianni & kyle",15
"12th Grade","node: project",15
"12th-Freshman Summer","AJR",15
"12th-Freshman Summer","Jason Derulo",15
"12th-Freshman Summer","John K",15
"12th-Freshman Summer","Kasper Schill",15
"12th-Freshman Summer","Starry Girl",15
"12th-Freshman Summer","Superorganism",15
"12th-Freshman Summer","Tame Impala",15
"12th-Freshman Summer","Wallows",15
"12th-Freshman Summer","Whethan",15
"Freshman Year","Anirudh Ravichander",15
